Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-FC%,"0.020 [0.017,0.023]",1.667e-37,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-FC%,"0.019 [0.016,0.021]",1.030e-33,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-FC%,"0.017 [0.014,0.020]",4.327e-19,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,"0.016 [0.013,0.019]",5.460e-18,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-C%,"0.014 [0.012,0.017]",1.992e-20,***,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,"0.014 [0.011,0.017]",2.440e-20,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-LDL-C%,"0.014 [0.011,0.016]",4.199e-18,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-CE%,"0.013 [0.011,0.016]",8.723e-18,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-C%,"0.013 [0.010,0.016]",3.743e-15,***,Cholesterol to Total-Lipids in Small VLDL percentage
ApoB/ApoA1,"0.012 [0.009,0.014]",9.855e-13,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-C%,"0.011 [0.009,0.014]",1.486e-11,***,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-FC%,"0.011 [0.008,0.014]",1.748e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL%,"0.011 [0.008,0.013]",9.879e-12,***,Phospholipids to Total-Lipids in Large LDL percentage
S-VLDL-FC%,"0.010 [0.007,0.013]",1.530e-07,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,"0.010 [0.007,0.013]",1.130e-06,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,"0.010 [0.007,0.013]",2.786e-05,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-VLDL-FC%,"0.010 [0.007,0.012]",5.635e-10,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-CE%,"0.010 [0.007,0.013]",1.562e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,"0.009 [0.006,0.012]",2.680e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,"0.009 [0.006,0.012]",5.320e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-PL%,"0.009 [0.006,0.012]",2.568e-05,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-VLDL-C%,"0.009 [0.006,0.011]",7.509e-06,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-FC,"0.008 [0.005,0.011]",2.087e-04,***,Free Cholesterol in Small LDL
L-VLDL-CE%,"0.008 [0.005,0.011]",0.003,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-CE%,"0.008 [0.005,0.010]",0.003,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-C%,"0.007 [0.005,0.010]",0.049,*,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-PL%,"0.007 [0.005,0.010]",0.037,*,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-P,"0.007 [0.005,0.010]",0.011,*,Concentration of Medium LDL Particles
Lactate,"0.007 [0.005,0.010]",0.012,*,Lactate
M-VLDL-CE,"0.007 [0.004,0.010]",0.019,*,Cholesteryl Esters in Medium VLDL
XL-VLDL-C%,"0.007 [0.004,0.010]",0.037,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
Omega-3,"-0.007 [-0.010,-0.004]",0.043,*,Omega-3 Fatty Acids
L-VLDL-TG%,"-0.007 [-0.010,-0.005]",0.002,**,Triglycerides to Total-Lipids in Large VLDL percentage
XL-HDL-CE,"-0.007 [-0.010,-0.004]",0.028,*,Cholesteryl Esters in Very Large HDL
His,"-0.007 [-0.010,-0.005]",0.011,*,Histidine
IDL-TG,"-0.008 [-0.010,-0.005]",0.005,**,Triglycerides in IDL
XL-HDL-P,"-0.008 [-0.010,-0.005]",0.002,**,Concentration of Very Large HDL Particles
