Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"16.231 [15.850,16.612]",0.000e+00,***,Glycoprotein Acetyls
Lactate,"12.602 [12.252,12.951]",0.000e+00,***,Lactate
MUFA,"8.293 [7.903,8.682]",0.000e+00,***,Monounsaturated Fatty Acids
MUFA%,"8.036 [7.625,8.446]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA,"7.392 [7.005,7.780]",1.706e-298,***,Saturated Fatty Acids
Total-FA,"7.274 [6.890,7.658]",4.040e-294,***,Total-Fatty Acids
XXL-VLDL-CE,"6.643 [6.257,7.029]",1.249e-242,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
LDL-TG,"6.533 [6.152,6.913]",2.084e-241,***,Triglycerides in LDL
M-LDL-TG,"6.487 [6.100,6.874]",3.385e-230,***,Triglycerides in Medium LDL
VLDL-L,"6.430 [6.059,6.801]",3.688e-246,***,Total-Lipids in VLDL
S-LDL-TG,"6.376 [5.983,6.768]",6.080e-216,***,Triglycerides in Small LDL
L-LDL-TG,"6.360 [5.985,6.735]",1.464e-235,***,Triglycerides in Large LDL
Total-TG,"6.285 [5.903,6.668]",3.498e-221,***,Total-Triglycerides
S-HDL-TG,"6.284 [5.911,6.656]",2.834e-233,***,Triglycerides in Small HDL
XXL-VLDL-C,"6.269 [5.881,6.657]",1.093e-213,***,Cholesterol in Chylomicrons and Extremely Large VLDL
VLDL-PL,"6.211 [5.845,6.576]",1.947e-236,***,Phospholipids in VLDL
S-VLDL-L,"6.137 [5.777,6.498]",5.684e-238,***,Total-Lipids in Small VLDL
XL-HDL-TG%,"6.086 [5.681,6.492]",2.102e-184,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-CE,"6.083 [5.720,6.446]",8.215e-230,***,Cholesteryl Esters in Very Large VLDL
XL-VLDL-C,"6.061 [5.690,6.432]",4.990e-219,***,Cholesterol in Very Large VLDL
L-VLDL-FC,"6.043 [5.666,6.419]",4.237e-211,***,Free Cholesterol in Large VLDL
XL-VLDL-L,"6.012 [5.626,6.398]",4.811e-198,***,Total-Lipids in Very Large VLDL
VLDL-TG,"6.011 [5.627,6.394]",2.194e-201,***,Triglycerides in VLDL
VLDL-FC,"5.996 [5.634,6.357]",1.697e-225,***,Free Cholesterol in VLDL
M-VLDL-TG,"5.941 [5.566,6.316]",4.698e-205,***,Triglycerides in Medium VLDL
L-VLDL-PL,"5.935 [5.556,6.313]",1.321e-201,***,Phospholipids in Large VLDL
Total-L,"5.923 [5.544,6.302]",9.004e-200,***,Total-Lipids in Lipoprotein Particles
Pyruvate,"5.922 [5.565,6.280]",2.356e-224,***,Pyruvate
L-VLDL-C,"5.912 [5.547,6.278]",2.883e-214,***,Cholesterol in Large VLDL
M-VLDL-L,"5.892 [5.529,6.254]",2.330e-216,***,Total-Lipids in Medium VLDL
XL-VLDL-P,"5.887 [5.499,6.275]",2.909e-188,***,Concentration of Very Large VLDL Particles
L-VLDL-L,"5.882 [5.504,6.260]",1.784e-198,***,Total-Lipids in Large VLDL
IDL-TG,"5.859 [5.490,6.228]",1.607e-206,***,Triglycerides in IDL
S-HDL-L,"5.843 [5.485,6.202]",2.822e-217,***,Total-Lipids in Small HDL
L-VLDL-P,"5.839 [5.457,6.221]",6.623e-191,***,Concentration of Large VLDL Particles
XL-VLDL-PL,"5.822 [5.438,6.206]",5.351e-188,***,Phospholipids in Very Large VLDL
VLDL-C,"5.808 [5.451,6.165]",9.928e-217,***,VLDL Cholesterol
XL-VLDL-FC,"5.802 [5.423,6.182]",5.859e-191,***,Free Cholesterol in Very Large VLDL
S-VLDL-P,"5.776 [5.415,6.138]",6.516e-209,***,Concentration of Small VLDL Particles
VLDL-P,"5.774 [5.415,6.133]",6.146e-212,***,Concentration of VLDL Particles
XL-VLDL-TG,"5.714 [5.320,6.109]",3.029e-171,***,Triglycerides in Very Large VLDL
S-VLDL-PL,"5.711 [5.356,6.067]",3.043e-211,***,Phospholipids in Small VLDL
Omega-6,"5.693 [5.317,6.068]",6.904e-188,***,Omega-6 Fatty Acids
S-HDL-PL,"5.664 [5.304,6.024]",2.279e-202,***,Phospholipids in Small HDL
S-VLDL-TG,"5.654 [5.281,6.027]",7.381e-188,***,Triglycerides in Small VLDL
L-VLDL-CE,"5.622 [5.265,5.979]",4.145e-203,***,Cholesteryl Esters in Large VLDL
XXL-VLDL-FC,"5.622 [5.231,6.013]",1.697e-168,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG,"5.613 [5.243,5.982]",1.280e-188,***,Triglycerides in Very Small VLDL
S-VLDL-CE,"5.565 [5.214,5.915]",2.693e-206,***,Cholesteryl Esters in Small VLDL
XXL-VLDL-PL,"5.563 [5.166,5.959]",9.793e-161,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-LDL-CE,"5.535 [5.172,5.898]",3.425e-190,***,Cholesteryl Esters in Medium LDL
XXL-VLDL-L,"5.502 [5.106,5.899]",3.510e-157,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
