Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,"0.069 [0.059,0.080]",4.764e-36,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Creatinine,"0.046 [0.033,0.058]",5.455e-08,***,Creatinine
MUFA%,"0.035 [0.024,0.046]",1.045e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,"0.032 [0.020,0.044]",0.055,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Gln,"0.011 [0.001,0.021]",1.000,,Glutamine
PUFA/MUFA,"-0.034 [-0.045,-0.022]",7.889e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,"-0.058 [-0.068,-0.047]",3.242e-21,***,Degree of Unsaturation
Omega-3,"-0.064 [-0.074,-0.054]",6.063e-31,***,Omega-3 Fatty Acids
DHA,"-0.066 [-0.077,-0.056]",1.594e-32,***,Docosahexaenoic Acid
DHA%,"-0.069 [-0.080,-0.059]",9.758e-32,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"-0.073 [-0.083,-0.063]",8.798e-41,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
