Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,"0.093 [0.066,0.119]",2.249e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,"0.092 [0.061,0.122]",7.681e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,"0.076 [0.050,0.101]",0.001,**,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,"0.075 [0.051,0.100]",3.158e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,"0.075 [0.048,0.101]",0.005,**,Triglycerides to Total-Lipids in Small LDL percentage
IDL-TG%,"0.073 [0.046,0.100]",0.029,*,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-C%,"-0.065 [-0.090,-0.041]",0.029,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,"-0.066 [-0.090,-0.041]",0.037,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-VLDL-CE%,"-0.068 [-0.092,-0.043]",0.013,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-PL%,"-0.074 [-0.101,-0.048]",0.008,**,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,"-0.080 [-0.106,-0.054]",2.145e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,"-0.081 [-0.107,-0.056]",1.477e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-FC%,"-0.082 [-0.109,-0.056]",2.997e-04,***,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-FC%,"-0.085 [-0.112,-0.059]",7.771e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,"-0.086 [-0.113,-0.059]",1.177e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE%,"-0.087 [-0.116,-0.058]",0.002,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,"-0.088 [-0.116,-0.060]",1.662e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-C%,"-0.090 [-0.118,-0.061]",1.878e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-C%,"-0.090 [-0.123,-0.057]",0.021,*,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,"-0.091 [-0.121,-0.061]",5.619e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,"-0.093 [-0.122,-0.063]",1.200e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-FC%,"-0.101 [-0.129,-0.074]",1.896e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
