Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Leu,"3.026 [2.820,3.231]",7.384e-177,***,Leucine
Total-BCAA,"2.704 [2.501,2.908]",1.373e-143,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,"2.613 [2.413,2.814]",1.038e-137,***,Isoleucine
Creatinine,"2.363 [2.113,2.613]",4.203e-71,***,Creatinine
Val,"2.356 [2.151,2.561]",1.425e-106,***,Valine
SFA%,"1.958 [1.745,2.171]",7.454e-67,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Phe,"1.770 [1.575,1.965]",2.258e-65,***,Phenylalanine
XL-HDL-FC%,"1.637 [1.390,1.884]",3.124e-33,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,"1.537 [1.298,1.776]",4.910e-31,***,Phospholipids to Total-Lipids in Large HDL percentage
Tyr,"1.472 [1.277,1.667]",3.047e-44,***,Tyrosine
L-LDL-TG,"1.292 [1.086,1.498]",2.245e-29,***,Triglycerides in Large LDL
M-HDL-PL%,"1.250 [1.022,1.477]",1.123e-21,***,Phospholipids to Total-Lipids in Medium HDL percentage
LDL-TG,"1.229 [1.020,1.438]",2.512e-25,***,Triglycerides in LDL
XL-HDL-TG%,"1.177 [0.955,1.400]",8.359e-20,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"1.165 [0.939,1.391]",1.083e-18,***,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-TG,"1.159 [0.946,1.371]",2.855e-21,***,Triglycerides in Medium LDL
His,"1.105 [0.907,1.303]",1.690e-22,***,Histidine
MUFA%,"1.071 [0.845,1.297]",3.579e-15,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG,"1.068 [0.863,1.273]",3.727e-19,***,Triglycerides in Small HDL
Gln,"1.046 [0.846,1.246]",3.074e-19,***,Glutamine
IDL-TG,"1.024 [0.821,1.226]",9.551e-18,***,Triglycerides in IDL
L-LDL-TG%,"1.023 [0.808,1.239]",3.181e-15,***,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-PL%,"1.008 [0.827,1.189]",2.138e-22,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,"0.986 [0.780,1.192]",1.644e-15,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG%,"0.953 [0.747,1.159]",2.590e-14,***,Triglycerides to Total-Lipids in Small HDL percentage
SFA,"0.899 [0.686,1.112]",3.419e-11,***,Saturated Fatty Acids
XXL-VLDL-TG,"0.858 [0.636,1.079]",6.731e-09,***,Triglycerides in Chylomicrons and Extremely Large VLDL
S-LDL-TG,"0.848 [0.633,1.064]",3.080e-09,***,Triglycerides in Small LDL
Glu-lactate,"0.842 [0.637,1.046]",1.663e-10,***,Glucose-lactate
XL-VLDL-TG%,"0.816 [0.630,1.003]",2.518e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-TG,"0.810 [0.614,1.006]",1.329e-10,***,Triglycerides in Medium HDL
TG/PG,"0.807 [0.580,1.034]",7.289e-07,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-P,"0.803 [0.584,1.023]",1.725e-07,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-L,"0.796 [0.578,1.015]",1.885e-07,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
Glu,"0.796 [0.591,1.001]",6.470e-09,***,Glucose
XL-VLDL-TG,"0.790 [0.573,1.007]",2.225e-07,***,Triglycerides in Very Large VLDL
HDL-TG,"0.770 [0.571,0.968]",6.337e-09,***,Triglycerides in HDL
M-LDL-TG%,"0.752 [0.546,0.958]",2.059e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL,"0.747 [0.529,0.965]",4.332e-06,***,Phospholipids in Chylomicrons and Extremely Large VLDL
Sc-ala,"0.726 [0.528,0.923]",1.494e-07,***,Spectrometer-corrected alanine
XL-VLDL-P,"0.725 [0.512,0.939]",6.181e-06,***,Concentration of Very Large VLDL Particles
Total-TG,"0.719 [0.509,0.930]",4.712e-06,***,Total-Triglycerides
XS-VLDL-TG,"0.713 [0.510,0.916]",1.344e-06,***,Triglycerides in Very Small VLDL
MUFA,"0.712 [0.497,0.926]",1.896e-05,***,Monounsaturated Fatty Acids
XL-VLDL-L,"0.709 [0.496,0.922]",1.469e-05,***,Total-Lipids in Very Large VLDL
XXL-VLDL-TG%,"0.683 [0.495,0.870]",2.263e-07,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-C%,"0.683 [0.448,0.917]",0.003,**,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-L,"0.680 [0.483,0.876]",2.829e-06,***,Total-Lipids in Small HDL
IDL-P,"0.667 [0.474,0.861]",3.055e-06,***,Concentration of IDL Particles
XL-VLDL-PL,"0.657 [0.446,0.868]",2.534e-04,***,Phospholipids in Very Large VLDL
XXL-VLDL-FC,"0.639 [0.424,0.855]",0.001,**,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-HDL-PL,"0.639 [0.441,0.836]",5.342e-05,***,Phospholipids in Small HDL
IDL-TG%,"0.602 [0.387,0.818]",0.010,*,Triglycerides to Total-Lipids in IDL percentage
M-LDL-PL%,"0.602 [0.410,0.794]",1.864e-04,***,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-FC,"0.599 [0.400,0.799]",9.369e-04,***,Free Cholesterol in Small HDL
S-LDL-TG%,"0.596 [0.386,0.805]",0.006,**,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-PL,"0.594 [0.398,0.790]",7.068e-04,***,Phospholipids in Medium LDL
L-VLDL-PL,"0.591 [0.383,0.798]",0.006,**,Phospholipids in Large VLDL
VLDL-TG,"0.591 [0.380,0.801]",0.009,**,Triglycerides in VLDL
L-VLDL-FC%,"0.586 [0.404,0.768]",6.311e-05,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-C,"0.582 [0.368,0.796]",0.022,*,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,"0.566 [0.357,0.775]",0.025,*,Free Cholesterol in Very Large VLDL
S-HDL-P,"0.553 [0.359,0.747]",0.005,**,Concentration of Small HDL Particles
S-HDL-C,"0.519 [0.325,0.714]",0.040,*,Cholesterol in Small HDL
Acetate,"-0.592 [-0.791,-0.392]",0.001,**,Acetate
LDL-size,"-0.596 [-0.808,-0.383]",0.009,**,Average Diameter for LDL Particles
XXL-VLDL-CE%,"-0.602 [-0.791,-0.413]",9.490e-05,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-C%,"-0.605 [-0.801,-0.408]",3.646e-04,***,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,"-0.620 [-0.844,-0.397]",0.013,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,"-0.659 [-0.883,-0.434]",0.002,**,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,"-0.704 [-0.936,-0.472]",6.394e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-HDL-FC,"-0.736 [-0.928,-0.544]",1.381e-08,***,Free Cholesterol in Very Large HDL
HDL-C,"-0.744 [-0.961,-0.527]",4.226e-06,***,HDL Cholesterol
DHA%,"-0.799 [-1.017,-0.580]",1.806e-07,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
HDL-CE,"-0.806 [-1.022,-0.590]",6.039e-08,***,Cholesteryl Esters in HDL
L-LDL-CE%,"-0.829 [-1.023,-0.636]",9.771e-12,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-PL,"-0.885 [-1.098,-0.672]",7.978e-11,***,Phospholipids in Large HDL
XS-VLDL-FC%,"-0.895 [-1.114,-0.675]",3.158e-10,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-C%,"-0.907 [-1.102,-0.713]",1.443e-14,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
3-Hydroxybutyrate,"-0.940 [-1.127,-0.753]",1.451e-17,***,3-Hydroxybutyrate
L-HDL-FC,"-0.949 [-1.156,-0.742]",6.092e-14,***,Free Cholesterol in Large HDL
IDL-FC%,"-0.958 [-1.170,-0.747]",1.814e-13,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-FC%,"-0.962 [-1.155,-0.769]",3.425e-17,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-P,"-0.991 [-1.188,-0.793]",1.987e-17,***,Concentration of Very Large HDL Particles
