Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-L,"0.463 [0.348,0.577]",5.567e-10,***,Total-Lipids in IDL
IDL-CE,"0.462 [0.349,0.576]",3.795e-10,***,Cholesteryl Esters in IDL
Total-C,"0.462 [0.344,0.580]",3.329e-09,***,Total-Cholesterol
Total-CE,"0.458 [0.340,0.576]",6.508e-09,***,Total-Esterified Cholesterol
IDL-C,"0.455 [0.341,0.569]",1.104e-09,***,Cholesterol in IDL
Total-FC,"0.452 [0.336,0.568]",4.740e-09,***,Total-Free Cholesterol
Non-HDL-C,"0.446 [0.332,0.560]",3.902e-09,***,Total-Cholesterol Minus HDL-C
IDL-PL,"0.443 [0.329,0.556]",6.150e-09,***,Phospholipids in IDL
Remnant-C,"0.442 [0.329,0.555]",3.856e-09,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
SM,"0.442 [0.322,0.561]",1.033e-07,***,Sphingomyelins
L-LDL-L,"0.440 [0.325,0.555]",1.593e-08,***,Total-Lipids in Large LDL
Clinical LDL-C,"0.440 [0.326,0.553]",7.044e-09,***,Clinical LDL Cholesterol
L-LDL-C,"0.437 [0.322,0.552]",2.684e-08,***,Cholesterol in Large LDL
LDL-L,"0.432 [0.317,0.547]",3.612e-08,***,Total-Lipids in LDL
L-LDL-CE,"0.432 [0.317,0.548]",5.186e-08,***,Cholesteryl Esters in Large LDL
L-LDL-PL,"0.430 [0.317,0.543]",2.500e-08,***,Phospholipids in Large LDL
LDL-PL,"0.430 [0.317,0.543]",2.515e-08,***,Phospholipids in LDL
LDL-C,"0.429 [0.314,0.543]",5.575e-08,***,LDL Cholesterol
Total-L,"0.428 [0.309,0.546]",3.305e-07,***,Total-Lipids in Lipoprotein Particles
L-LDL-P,"0.425 [0.312,0.538]",4.088e-08,***,Concentration of Large LDL Particles
L-LDL-FC,"0.424 [0.310,0.539]",8.694e-08,***,Free Cholesterol in Large LDL
LDL-CE,"0.423 [0.308,0.538]",1.232e-07,***,Cholesteryl Esters in LDL
IDL-P,"0.421 [0.311,0.531]",1.458e-08,***,Concentration of IDL Particles
ApoB,"0.419 [0.307,0.532]",6.060e-08,***,Apolipoprotein B
Total-PL,"0.419 [0.298,0.540]",2.875e-06,***,Total-Phospholipids in Lipoprotein Particles
LDL-FC,"0.418 [0.304,0.532]",1.446e-07,***,Free Cholesterol in LDL
S-LDL-PL,"0.416 [0.303,0.528]",9.724e-08,***,Phospholipids in Small LDL
IDL-FC,"0.409 [0.296,0.522]",3.254e-07,***,Free Cholesterol in IDL
S-LDL-L,"0.406 [0.293,0.520]",5.697e-07,***,Total-Lipids in Small LDL
XS-VLDL-CE,"0.404 [0.292,0.516]",3.856e-07,***,Cholesteryl Esters in Very Small VLDL
M-LDL-PL,"0.403 [0.289,0.518]",1.250e-06,***,Phospholipids in Medium LDL
M-VLDL-C,"0.402 [0.290,0.514]",5.228e-07,***,Cholesterol in Medium VLDL
LDL-P,"0.400 [0.287,0.513]",8.773e-07,***,Concentration of LDL Particles
XS-VLDL-C,"0.400 [0.288,0.512]",6.299e-07,***,Cholesterol in Very Small VLDL
M-VLDL-CE,"0.400 [0.288,0.512]",6.470e-07,***,Cholesteryl Esters in Medium VLDL
S-LDL-C,"0.400 [0.286,0.513]",1.289e-06,***,Cholesterol in Small LDL
M-LDL-L,"0.396 [0.281,0.511]",3.482e-06,***,Total-Lipids in Medium LDL
M-LDL-FC,"0.395 [0.281,0.509]",2.660e-06,***,Free Cholesterol in Medium LDL
S-LDL-CE,"0.393 [0.278,0.508]",4.447e-06,***,Cholesteryl Esters in Small LDL
Omega-6,"0.391 [0.271,0.511]",4.557e-05,***,Omega-6 Fatty Acids
M-LDL-C,"0.391 [0.276,0.505]",5.781e-06,***,Cholesterol in Medium LDL
S-LDL-FC,"0.383 [0.271,0.495]",4.937e-06,***,Free Cholesterol in Small LDL
M-LDL-CE,"0.380 [0.265,0.496]",2.492e-05,***,Cholesteryl Esters in Medium LDL
PUFA,"0.380 [0.258,0.502]",2.318e-04,***,Polyunsaturated Fatty Acids
VLDL-CE,"0.379 [0.267,0.491]",8.157e-06,***,Cholesteryl Esters in VLDL
S-VLDL-FC,"0.378 [0.265,0.491]",1.209e-05,***,Free Cholesterol in Small VLDL
M-VLDL-FC,"0.377 [0.264,0.490]",1.601e-05,***,Free Cholesterol in Medium VLDL
Cholines,"0.377 [0.254,0.500]",4.019e-04,***,Total-Cholines
XS-VLDL-FC,"0.371 [0.259,0.483]",2.048e-05,***,Free Cholesterol in Very Small VLDL
XS-VLDL-L,"0.370 [0.256,0.483]",3.671e-05,***,Total-Lipids in Very Small VLDL
M-VLDL-PL,"0.369 [0.255,0.483]",5.362e-05,***,Phospholipids in Medium VLDL
LA,"0.367 [0.250,0.485]",2.154e-04,***,Linoleic Acid
VLDL-C,"0.364 [0.251,0.478]",6.739e-05,***,VLDL Cholesterol
XS-VLDL-P,"0.360 [0.249,0.472]",6.339e-05,***,Concentration of Very Small VLDL Particles
S-VLDL-C,"0.352 [0.239,0.464]",2.176e-04,***,Cholesterol in Small VLDL
M-VLDL-P,"0.350 [0.236,0.465]",4.958e-04,***,Concentration of Medium VLDL Particles
S-VLDL-PL,"0.350 [0.236,0.464]",4.173e-04,***,Phospholipids in Small VLDL
PC,"0.349 [0.227,0.472]",0.005,**,Phosphatidylcholines
XS-VLDL-PL,"0.347 [0.235,0.460]",3.511e-04,***,Phospholipids in Very Small VLDL
S-LDL-P,"0.347 [0.234,0.460]",4.030e-04,***,Concentration of Small LDL Particles
Phosphoglyc,"0.347 [0.224,0.469]",0.007,**,Phosphoglycerides
Total-FA,"0.345 [0.223,0.467]",0.008,**,Total-Fatty Acids
M-VLDL-L,"0.337 [0.222,0.453]",0.002,**,Total-Lipids in Medium VLDL
M-LDL-P,"0.337 [0.223,0.451]",0.002,**,Concentration of Medium LDL Particles
S-VLDL-CE,"0.330 [0.218,0.443]",0.002,**,Cholesteryl Esters in Small VLDL
M-VLDL-PL%,"0.327 [0.215,0.439]",0.002,**,Phospholipids to Total-Lipids in Medium VLDL percentage
SFA,"0.324 [0.203,0.446]",0.039,*,Saturated Fatty Acids
VLDL-FC,"0.322 [0.206,0.437]",0.010,*,Free Cholesterol in VLDL
VLDL-P,"0.319 [0.205,0.433]",0.010,*,Concentration of VLDL Particles
ApoB/ApoA1,"0.318 [0.202,0.435]",0.020,*,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-FC%,"0.312 [0.196,0.429]",0.034,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-CE%,"0.308 [0.194,0.421]",0.025,*,Cholesteryl Esters to Total-Lipids in IDL percentage
Ala,"-0.080 [-0.199,0.038]",1.000,,Alanine
Tyr,"-0.084 [-0.198,0.030]",1.000,,Tyrosine
Gln,"-0.089 [-0.207,0.030]",1.000,,Glutamine
M-LDL-TG%,"-0.232 [-0.349,-0.115]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,"-0.273 [-0.389,-0.157]",0.936,,Triglycerides to Total-Lipids in Small VLDL percentage
