Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"0.008 [0.006,0.009]",1.641e-13,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"0.007 [0.006,0.009]",1.077e-11,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"0.007 [0.006,0.009]",1.025e-12,***,Degree of Unsaturation
DHA%,"0.007 [0.005,0.009]",2.744e-12,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"0.005 [0.003,0.007]",5.151e-04,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,"0.005 [0.003,0.006]",7.898e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6%,"0.005 [0.003,0.007]",0.006,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE%,"0.005 [0.003,0.006]",0.002,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,"0.005 [0.003,0.006]",0.010,**,Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-FC%,"0.004 [0.003,0.006]",0.015,*,Free Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-FC%,"0.004 [0.002,0.005]",0.035,*,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-C,"-0.004 [-0.005,-0.003]",0.028,*,VLDL Cholesterol
XS-VLDL-TG,"-0.004 [-0.006,-0.003]",0.038,*,Triglycerides in Very Small VLDL
S-LDL-CE%,"-0.004 [-0.006,-0.003]",0.014,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
VLDL-P,"-0.004 [-0.006,-0.003]",0.013,*,Concentration of VLDL Particles
S-VLDL-P,"-0.004 [-0.006,-0.003]",0.016,*,Concentration of Small VLDL Particles
M-LDL-CE%,"-0.004 [-0.006,-0.003]",0.006,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-FA,"-0.004 [-0.006,-0.003]",0.045,*,Total-Fatty Acids
S-VLDL-L,"-0.004 [-0.006,-0.003]",0.006,**,Total-Lipids in Small VLDL
M-VLDL-L,"-0.004 [-0.006,-0.003]",0.003,**,Total-Lipids in Medium VLDL
VLDL-FC,"-0.004 [-0.006,-0.003]",0.002,**,Free Cholesterol in VLDL
XL-VLDL-CE,"-0.004 [-0.006,-0.003]",0.002,**,Cholesteryl Esters in Very Large VLDL
L-VLDL-CE,"-0.004 [-0.006,-0.003]",9.714e-04,***,Cholesteryl Esters in Large VLDL
M-HDL-TG,"-0.004 [-0.006,-0.003]",8.516e-04,***,Triglycerides in Medium HDL
S-HDL-TG%,"-0.004 [-0.006,-0.003]",0.004,**,Triglycerides to Total-Lipids in Small HDL percentage
HDL-TG,"-0.004 [-0.006,-0.003]",7.993e-04,***,Triglycerides in HDL
S-VLDL-TG,"-0.005 [-0.006,-0.003]",6.706e-04,***,Triglycerides in Small VLDL
GlycA,"-0.005 [-0.006,-0.003]",0.003,**,Glycoprotein Acetyls
L-VLDL-C,"-0.005 [-0.006,-0.003]",2.616e-04,***,Cholesterol in Large VLDL
VLDL-PL,"-0.005 [-0.006,-0.003]",2.593e-04,***,Phospholipids in VLDL
S-LDL-TG,"-0.005 [-0.006,-0.003]",0.002,**,Triglycerides in Small LDL
S-HDL-TG,"-0.005 [-0.006,-0.003]",2.447e-04,***,Triglycerides in Small HDL
XL-VLDL-C,"-0.005 [-0.006,-0.003]",1.962e-04,***,Cholesterol in Very Large VLDL
SFA,"-0.005 [-0.006,-0.003]",9.042e-04,***,Saturated Fatty Acids
M-HDL-TG%,"-0.005 [-0.006,-0.003]",2.696e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-FC,"-0.005 [-0.006,-0.003]",2.158e-04,***,Free Cholesterol in Large VLDL
M-VLDL-TG,"-0.005 [-0.006,-0.003]",1.005e-04,***,Triglycerides in Medium VLDL
L-VLDL-TG,"-0.005 [-0.006,-0.003]",2.728e-04,***,Triglycerides in Large VLDL
L-VLDL-P,"-0.005 [-0.007,-0.003]",1.383e-04,***,Concentration of Large VLDL Particles
VLDL-size,"-0.005 [-0.007,-0.003]",4.337e-04,***,Average Diameter for VLDL Particles
XXL-VLDL-FC,"-0.005 [-0.007,-0.003]",2.841e-04,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-HDL-TG%,"-0.005 [-0.007,-0.003]",0.001,**,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL,"-0.005 [-0.007,-0.003]",5.836e-05,***,Phospholipids in Large VLDL
L-VLDL-L,"-0.005 [-0.007,-0.003]",5.108e-05,***,Total-Lipids in Large VLDL
XXL-VLDL-CE,"-0.005 [-0.007,-0.003]",1.202e-04,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,"-0.005 [-0.007,-0.003]",5.709e-05,***,Free Cholesterol in Very Large VLDL
XXL-VLDL-PL,"-0.005 [-0.007,-0.003]",2.923e-04,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"-0.005 [-0.007,-0.003]",1.169e-04,***,Cholesterol in Chylomicrons and Extremely Large VLDL
VLDL-L,"-0.005 [-0.007,-0.004]",1.450e-05,***,Total-Lipids in VLDL
XL-VLDL-PL,"-0.005 [-0.007,-0.004]",4.203e-05,***,Phospholipids in Very Large VLDL
XL-VLDL-P,"-0.005 [-0.007,-0.004]",6.405e-05,***,Concentration of Very Large VLDL Particles
XXL-VLDL-P,"-0.005 [-0.007,-0.004]",2.104e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
TG/PG,"-0.005 [-0.007,-0.004]",4.138e-04,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-TG,"-0.005 [-0.007,-0.004]",1.313e-04,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,"-0.005 [-0.007,-0.004]",6.434e-05,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,"-0.005 [-0.007,-0.004]",4.063e-05,***,Triglycerides in Very Large VLDL
XL-VLDL-L,"-0.005 [-0.007,-0.004]",1.751e-05,***,Total-Lipids in Very Large VLDL
Total-TG,"-0.005 [-0.007,-0.004]",7.585e-06,***,Total-Triglycerides
VLDL-TG,"-0.005 [-0.007,-0.004]",6.284e-06,***,Triglycerides in VLDL
MUFA,"-0.006 [-0.007,-0.004]",8.147e-07,***,Monounsaturated Fatty Acids
MUFA%,"-0.007 [-0.009,-0.006]",1.576e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
