Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"0.074 [0.062,0.086]",2.993e-27,***,Cholesteryl Esters in HDL
HDL-C,"0.073 [0.061,0.085]",4.241e-26,***,HDL Cholesterol
M-HDL-CE,"0.070 [0.059,0.082]",3.034e-26,***,Cholesteryl Esters in Medium HDL
M-HDL-C,"0.070 [0.059,0.082]",7.470e-26,***,Cholesterol in Medium HDL
HDL-L,"0.070 [0.058,0.082]",2.727e-23,***,Total-Lipids in HDL
ApoA1,"0.070 [0.058,0.082]",1.217e-24,***,Apolipoprotein A1
M-HDL-P,"0.066 [0.055,0.078]",6.893e-24,***,Concentration of Medium HDL Particles
HDL-PL,"0.066 [0.053,0.078]",7.478e-21,***,Phospholipids in HDL
M-HDL-L,"0.065 [0.054,0.077]",9.355e-22,***,Total-Lipids in Medium HDL
M-HDL-FC,"0.065 [0.053,0.077]",4.999e-22,***,Free Cholesterol in Medium HDL
HDL-P,"0.065 [0.053,0.076]",6.480e-23,***,Concentration of HDL Particles
M-HDL-FC%,"0.062 [0.049,0.076]",2.962e-14,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-P,"0.062 [0.051,0.074]",1.518e-20,***,Total-Concentration of Lipoprotein Particles
HDL-FC,"0.062 [0.050,0.074]",5.137e-19,***,Free Cholesterol in HDL
M-HDL-PL,"0.060 [0.048,0.072]",2.534e-18,***,Phospholipids in Medium HDL
L-HDL-L,"0.060 [0.047,0.072]",5.364e-16,***,Total-Lipids in Large HDL
L-HDL-CE,"0.058 [0.046,0.070]",7.589e-16,***,Cholesteryl Esters in Large HDL
L-HDL-PL,"0.058 [0.045,0.070]",1.811e-15,***,Phospholipids in Large HDL
L-HDL-C,"0.057 [0.045,0.069]",2.445e-15,***,Cholesterol in Large HDL
L-HDL-P,"0.055 [0.044,0.067]",2.961e-15,***,Concentration of Large HDL Particles
M-HDL-C%,"0.054 [0.042,0.067]",5.532e-12,***,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,"0.053 [0.040,0.066]",3.395e-10,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
LA%,"0.053 [0.041,0.066]",3.449e-11,***,Linoleic Acid to Total-Fatty Acids percentage
PC,"0.051 [0.039,0.063]",2.441e-11,***,Phosphatidylcholines
L-HDL-FC,"0.051 [0.039,0.063]",3.802e-12,***,Free Cholesterol in Large HDL
L-LDL-C%,"0.051 [0.038,0.063]",8.898e-10,***,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-CE%,"0.050 [0.036,0.065]",1.545e-06,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-CE%,"0.049 [0.037,0.061]",1.544e-10,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Cholines,"0.049 [0.037,0.061]",3.407e-10,***,Total-Cholines
IDL-C%,"0.048 [0.036,0.061]",2.234e-09,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-FC%,"0.047 [0.035,0.060]",2.006e-08,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,"0.047 [0.034,0.060]",2.108e-07,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-C%,"0.047 [0.033,0.062]",3.105e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
HDL-size,"0.046 [0.034,0.059]",2.174e-08,***,Average Diameter for HDL Particles
Phosphoglyc,"0.046 [0.034,0.058]",2.016e-08,***,Phosphoglycerides
M-HDL-CE%,"0.046 [0.033,0.058]",1.364e-07,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-HDL-C,"0.042 [0.031,0.053]",1.817e-08,***,Cholesterol in Small HDL
Omega-6%,"0.042 [0.029,0.055]",7.167e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL,"0.041 [0.030,0.052]",1.418e-07,***,Phospholipids in Small HDL
S-HDL-CE,"0.041 [0.030,0.052]",5.075e-08,***,Cholesteryl Esters in Small HDL
Omega-6/Omega-3,"0.041 [0.029,0.053]",1.956e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-C%,"0.041 [0.029,0.052]",1.016e-06,***,Cholesterol to Total-Lipids in Small LDL percentage
Total-PL,"0.039 [0.027,0.052]",2.814e-05,***,Total-Phospholipids in Lipoprotein Particles
S-HDL-FC,"0.039 [0.028,0.051]",1.757e-06,***,Free Cholesterol in Small HDL
S-HDL-P,"0.039 [0.028,0.050]",8.467e-07,***,Concentration of Small HDL Particles
S-HDL-L,"0.039 [0.027,0.050]",2.643e-06,***,Total-Lipids in Small HDL
XL-HDL-CE%,"0.038 [0.025,0.051]",0.001,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-HDL-CE,"0.037 [0.026,0.048]",5.378e-05,***,Cholesteryl Esters in Very Large HDL
Citrate,"0.036 [0.025,0.047]",7.450e-05,***,Citrate
Total-CE,"0.036 [0.024,0.048]",8.643e-04,***,Total-Esterified Cholesterol
Albumin,"0.035 [0.024,0.047]",3.116e-04,***,Albumin
M-LDL-FC%,"0.034 [0.021,0.047]",0.041,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA,"0.033 [0.022,0.045]",0.004,**,Linoleic Acid
M-LDL-C%,"0.033 [0.022,0.045]",0.004,**,Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-C,"0.033 [0.021,0.044]",0.004,**,Cholesterol in Very Large HDL
Total-C,"0.033 [0.021,0.044]",0.020,*,Total-Cholesterol
XL-HDL-P,"0.032 [0.021,0.044]",0.004,**,Concentration of Very Large HDL Particles
XL-HDL-L,"0.032 [0.020,0.043]",0.011,*,Total-Lipids in Very Large HDL
XL-HDL-PL,"0.031 [0.020,0.043]",0.016,*,Phospholipids in Very Large HDL
IDL-PL%,"-0.029 [-0.040,-0.018]",0.030,*,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,"-0.032 [-0.045,-0.020]",0.041,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
Omega-3%,"-0.033 [-0.045,-0.022]",0.005,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Ile,"-0.034 [-0.045,-0.023]",0.001,**,Isoleucine
Total-BCAA,"-0.034 [-0.046,-0.023]",0.001,**,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-TG%,"-0.036 [-0.048,-0.024]",4.210e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
Sc-ala,"-0.036 [-0.048,-0.025]",5.003e-05,***,Spectrometer-corrected alanine
MUFA%,"-0.037 [-0.049,-0.024]",0.005,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
ApoB/ApoA1,"-0.037 [-0.049,-0.026]",3.444e-05,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-TG%,"-0.038 [-0.051,-0.025]",0.002,**,Triglycerides to Total-Lipids in Large HDL percentage
Creatinine,"-0.040 [-0.054,-0.025]",0.011,*,Creatinine
Val,"-0.041 [-0.053,-0.030]",7.244e-07,***,Valine
L-LDL-TG%,"-0.043 [-0.055,-0.031]",1.541e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,"-0.045 [-0.057,-0.033]",1.441e-07,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG%,"-0.046 [-0.058,-0.035]",1.556e-09,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,"-0.054 [-0.067,-0.042]",2.800e-11,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-FC%,"-0.060 [-0.074,-0.046]",1.543e-11,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,"-0.062 [-0.074,-0.050]",3.128e-19,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,"-0.068 [-0.081,-0.055]",1.239e-19,***,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,"-0.071 [-0.083,-0.059]",2.838e-25,***,Glycoprotein Acetyls
