Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,2.15 [1.88-2.46],5.408e-23,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,2.10 [1.85-2.39],1.454e-25,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,2.08 [1.77-2.46],9.485e-13,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,2.05 [1.80-2.34],3.531e-22,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.97 [1.76-2.22],1.689e-24,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.93 [1.72-2.17],2.240e-23,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.84 [1.65-2.06],1.723e-22,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.69 [1.50-1.90],2.698e-12,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.64 [1.45-1.85],3.885e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.64 [1.46-1.84],1.492e-11,***,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.45 [1.28-1.64],6.174e-04,***,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-PL%,1.44 [1.28-1.63],7.672e-04,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-C%,0.72 [0.64-0.82],0.016,*,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-CE%,0.72 [0.64-0.81],0.017,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-CE%,0.71 [0.63-0.80],0.004,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-FC%,0.71 [0.63-0.79],0.001,**,Free Cholesterol to Total-Lipids in IDL percentage
Total-P,0.71 [0.62-0.80],0.039,*,Total-Concentration of Lipoprotein Particles
XL-VLDL-PL%,0.70 [0.64-0.77],2.526e-10,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-VLDL-C,0.70 [0.61-0.80],0.033,*,Cholesterol in Large VLDL
VLDL-L,0.70 [0.61-0.79],0.008,**,Total-Lipids in VLDL
XL-VLDL-C,0.68 [0.59-0.78],0.016,*,Cholesterol in Very Large VLDL
S-VLDL-P,0.68 [0.59-0.78],0.007,**,Concentration of Small VLDL Particles
XL-HDL-CE,0.67 [0.58-0.78],0.031,*,Cholesteryl Esters in Very Large HDL
Total-FA,0.67 [0.59-0.77],7.209e-04,***,Total-Fatty Acids
XL-HDL-C,0.66 [0.57-0.77],0.005,**,Cholesterol in Very Large HDL
S-VLDL-L,0.65 [0.57-0.75],6.002e-05,***,Total-Lipids in Small VLDL
M-HDL-FC%,0.65 [0.57-0.74],4.381e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-FC,0.65 [0.57-0.74],7.820e-05,***,Free Cholesterol in Very Large HDL
XL-HDL-P,0.65 [0.56-0.75],0.002,**,Concentration of Very Large HDL Particles
Phosphoglyc,0.64 [0.56-0.73],2.608e-06,***,Phosphoglycerides
L-VLDL-CE,0.64 [0.56-0.73],1.694e-05,***,Cholesteryl Esters in Large VLDL
VLDL-PL,0.63 [0.55-0.73],6.308e-06,***,Phospholipids in VLDL
L-HDL-FC%,0.63 [0.57-0.70],1.033e-12,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.62 [0.56-0.69],5.744e-14,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-C%,0.62 [0.55-0.70],3.858e-10,***,Cholesterol to Total-Lipids in Large VLDL percentage
XL-VLDL-CE,0.62 [0.54-0.71],2.875e-06,***,Cholesteryl Esters in Very Large VLDL
M-VLDL-CE%,0.62 [0.57-0.67],4.627e-23,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
PC,0.61 [0.54-0.70],2.153e-08,***,Phosphatidylcholines
L-LDL-FC%,0.61 [0.55-0.68],5.947e-15,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-FC%,0.60 [0.53-0.69],2.604e-08,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Cholines,0.60 [0.53-0.68],3.854e-10,***,Total-Cholines
L-VLDL-CE%,0.60 [0.53-0.67],7.327e-12,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-LDL-C%,0.59 [0.53-0.65],3.378e-20,***,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-CE%,0.59 [0.53-0.65],7.070e-20,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-C%,0.58 [0.53-0.64],2.091e-24,***,Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-FC,0.58 [0.51-0.67],1.698e-09,***,Free Cholesterol in VLDL
VLDL-P,0.58 [0.51-0.67],9.487e-09,***,Concentration of VLDL Particles
M-VLDL-L,0.58 [0.51-0.66],9.745e-11,***,Total-Lipids in Medium VLDL
IDL-CE%,0.58 [0.52-0.64],1.717e-19,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-PL,0.57 [0.50-0.66],2.251e-10,***,Phospholipids in Very Small VLDL
IDL-C%,0.57 [0.52-0.63],1.200e-21,***,Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-FC%,0.57 [0.50-0.65],1.660e-11,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA,0.57 [0.50-0.64],3.466e-13,***,Polyunsaturated Fatty Acids
M-VLDL-C%,0.57 [0.51-0.62],8.275e-25,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,0.56 [0.49-0.64],9.613e-14,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-LDL-C%,0.55 [0.50-0.62],3.332e-22,***,Cholesterol to Total-Lipids in Large LDL percentage
Total-PL,0.55 [0.49-0.63],2.373e-15,***,Total-Phospholipids in Lipoprotein Particles
S-VLDL-CE,0.55 [0.48-0.63],1.500e-12,***,Cholesteryl Esters in Small VLDL
S-VLDL-PL,0.55 [0.48-0.63],1.036e-12,***,Phospholipids in Small VLDL
XL-VLDL-C%,0.54 [0.48-0.62],1.722e-13,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
LA%,0.54 [0.48-0.61],2.151e-20,***,Linoleic Acid to Total-Fatty Acids percentage
Omega-6,0.54 [0.48-0.61],6.474e-17,***,Omega-6 Fatty Acids
XS-VLDL-L,0.54 [0.47-0.61],1.984e-14,***,Total-Lipids in Very Small VLDL
S-VLDL-C%,0.54 [0.48-0.60],3.098e-26,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,0.53 [0.48-0.59],3.777e-28,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
SM,0.53 [0.47-0.60],2.270e-16,***,Sphingomyelins
XS-VLDL-CE%,0.53 [0.48-0.59],3.159e-28,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
VLDL-C,0.53 [0.46-0.60],1.195e-16,***,VLDL Cholesterol
XS-VLDL-C%,0.53 [0.47-0.58],4.490e-28,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-L,0.53 [0.47-0.59],2.771e-20,***,Total-Lipids in Lipoprotein Particles
S-VLDL-C,0.52 [0.46-0.60],3.233e-15,***,Cholesterol in Small VLDL
M-VLDL-PL%,0.52 [0.47-0.58],1.174e-33,***,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-P,0.52 [0.45-0.60],7.571e-14,***,Concentration of Medium VLDL Particles
ApoB/ApoA1,0.52 [0.45-0.59],2.048e-15,***,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-P,0.51 [0.45-0.59],2.024e-15,***,Concentration of Very Small VLDL Particles
M-VLDL-PL,0.51 [0.45-0.59],5.705e-16,***,Phospholipids in Medium VLDL
XS-VLDL-FC,0.51 [0.44-0.59],3.476e-16,***,Free Cholesterol in Very Small VLDL
S-VLDL-FC%,0.51 [0.45-0.56],3.872e-29,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.50 [0.44-0.56],3.246e-26,***,Phospholipids to Total-Lipids in Small VLDL percentage
LA,0.50 [0.44-0.56],3.853e-24,***,Linoleic Acid
VLDL-CE,0.49 [0.43-0.56],3.147e-20,***,Cholesteryl Esters in VLDL
