Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.32 [1.23-1.41],4.089e-10,***,Triglycerides to Total-Lipids in IDL percentage
M-HDL-PL%,1.31 [1.23-1.41],2.834e-09,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.31 [1.22-1.41],2.420e-08,***,Triglycerides to Total-Lipids in Large HDL percentage
MUFA%,1.31 [1.22-1.41],1.178e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.30 [1.22-1.39],5.357e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-TG%,1.30 [1.21-1.39],2.325e-08,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.29 [1.21-1.38],4.296e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.28 [1.20-1.37],8.648e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,1.27 [1.19-1.36],2.109e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.26 [1.18-1.34],1.811e-07,***,Triglycerides in Small HDL
M-LDL-TG%,1.25 [1.18-1.34],8.528e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.25 [1.17-1.35],1.170e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.25 [1.17-1.34],9.844e-05,***,Triglycerides to Phosphoglycerides ratio
XS-VLDL-TG%,1.24 [1.15-1.33],4.982e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-TG,1.24 [1.16-1.31],1.346e-06,***,Triglycerides in Medium HDL
XS-VLDL-TG,1.24 [1.16-1.31],1.678e-06,***,Triglycerides in Very Small VLDL
L-HDL-PL%,1.23 [1.15-1.33],0.004,**,Phospholipids to Total-Lipids in Large HDL percentage
HDL-TG,1.23 [1.15-1.30],1.102e-05,***,Triglycerides in HDL
Total-TG,1.22 [1.14-1.30],7.897e-04,***,Total-Triglycerides
XXL-VLDL-PL,1.21 [1.14-1.29],4.963e-04,***,Phospholipids in Chylomicrons and Extremely Large VLDL
IDL-TG,1.21 [1.14-1.29],1.118e-04,***,Triglycerides in IDL
XXL-VLDL-L,1.21 [1.14-1.29],0.002,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,1.21 [1.14-1.29],6.543e-04,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,1.21 [1.13-1.29],0.001,**,Cholesterol in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,1.21 [1.13-1.29],7.586e-04,***,Triglycerides in Small VLDL
XXL-VLDL-P,1.21 [1.13-1.29],0.001,**,Concentration of Chylomicrons and Extremely Large VLDL Particles
VLDL-TG,1.20 [1.13-1.29],0.007,**,Triglycerides in VLDL
M-VLDL-TG%,1.20 [1.12-1.29],0.022,*,Triglycerides to Total-Lipids in Medium VLDL percentage
XXL-VLDL-CE,1.20 [1.13-1.28],0.003,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,1.20 [1.13-1.28],0.006,**,Triglycerides in Very Large VLDL
MUFA,1.20 [1.12-1.29],0.031,*,Monounsaturated Fatty Acids
XXL-VLDL-TG,1.20 [1.12-1.28],0.008,**,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,1.20 [1.12-1.28],0.011,*,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.20 [1.12-1.27],0.008,**,Concentration of Very Large VLDL Particles
S-LDL-TG,1.19 [1.12-1.27],0.008,**,Triglycerides in Small LDL
XL-VLDL-PL,1.19 [1.12-1.27],0.013,*,Phospholipids in Very Large VLDL
L-VLDL-PL,1.19 [1.12-1.27],0.014,*,Phospholipids in Large VLDL
LDL-TG,1.19 [1.11-1.26],0.018,*,Triglycerides in LDL
XL-VLDL-FC,1.19 [1.11-1.26],0.031,*,Free Cholesterol in Very Large VLDL
L-LDL-TG,1.18 [1.11-1.26],0.027,*,Triglycerides in Large LDL
M-VLDL-C%,0.82 [0.77-0.88],0.001,**,Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-FC%,0.82 [0.77-0.88],0.001,**,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-CE%,0.82 [0.77-0.87],4.979e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Unsaturation,0.82 [0.76-0.88],0.006,**,Degree of Unsaturation
M-VLDL-CE%,0.82 [0.76-0.87],2.296e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
