Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.742 [0.729 - 0.754],0.688 [0.686 - 0.690],0.688 [0.663 - 0.710],0.688 [0.686 - 0.690],0.020 [0.019 - 0.021],0.376 [0.350 - 0.398],0.038 [0.036 - 0.040]
Demographic,0.715 [0.702 - 0.724],0.653 [0.651 - 0.655],0.654 [0.627 - 0.674],0.653 [0.651 - 0.655],0.017 [0.016 - 0.018],0.306 [0.280 - 0.327],0.033 [0.031 - 0.035]
Metabolite+Demographic,0.770 [0.757 - 0.779],0.706 [0.704 - 0.708],0.706 [0.683 - 0.725],0.706 [0.704 - 0.708],0.021 [0.020 - 0.023],0.412 [0.389 - 0.431],0.042 [0.039 - 0.044]
