Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.459 [0.413 - 0.497],0.474 [0.471 - 0.476],0.463 [0.388 - 0.541],0.474 [0.471 - 0.476],0.001 [0.001 - 0.001],-0.064 [-0.137 - 0.016],0.002 [0.001 - 0.002]
Demographic,0.588 [0.545 - 0.627],0.555 [0.553 - 0.558],0.561 [0.491 - 0.628],0.555 [0.553 - 0.558],0.001 [0.001 - 0.001],0.117 [0.047 - 0.184],0.002 [0.002 - 0.003]
Metabolite+Demographic,0.548 [0.503 - 0.591],0.518 [0.516 - 0.520],0.519 [0.432 - 0.601],0.518 [0.516 - 0.520],0.001 [0.001 - 0.001],0.038 [-0.050 - 0.120],0.002 [0.001 - 0.002]
