Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.709 [0.704 - 0.713],0.652 [0.650 - 0.655],0.653 [0.643 - 0.660],0.653 [0.650 - 0.655],0.098 [0.095 - 0.100],0.306 [0.295 - 0.313],0.170 [0.166 - 0.173]
Demographic,0.639 [0.634 - 0.644],0.587 [0.585 - 0.589],0.602 [0.592 - 0.613],0.586 [0.585 - 0.589],0.077 [0.075 - 0.079],0.189 [0.179 - 0.199],0.137 [0.134 - 0.140]
Metabolite+Demographic,0.727 [0.723 - 0.730],0.661 [0.658 - 0.663],0.662 [0.653 - 0.669],0.661 [0.658 - 0.662],0.101 [0.099 - 0.103],0.322 [0.313 - 0.329],0.175 [0.171 - 0.178]
