Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.627 [0.617 - 0.634],0.587 [0.585 - 0.589],0.587 [0.574 - 0.599],0.587 [0.585 - 0.589],0.023 [0.022 - 0.024],0.174 [0.161 - 0.186],0.045 [0.043 - 0.046]
Demographic,0.808 [0.800 - 0.812],0.739 [0.737 - 0.740],0.740 [0.724 - 0.751],0.739 [0.737 - 0.741],0.045 [0.043 - 0.047],0.479 [0.463 - 0.490],0.085 [0.082 - 0.088]
Metabolite+Demographic,0.807 [0.799 - 0.812],0.737 [0.736 - 0.739],0.737 [0.722 - 0.748],0.737 [0.736 - 0.740],0.045 [0.043 - 0.047],0.474 [0.459 - 0.486],0.084 [0.081 - 0.088]
