Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.688 [0.680 - 0.699],0.638 [0.635 - 0.639],0.637 [0.619 - 0.657],0.638 [0.635 - 0.639],0.021 [0.020 - 0.022],0.274 [0.256 - 0.294],0.041 [0.039 - 0.042]
Demographic,0.842 [0.834 - 0.851],0.772 [0.770 - 0.774],0.771 [0.752 - 0.791],0.772 [0.770 - 0.774],0.040 [0.038 - 0.041],0.543 [0.524 - 0.563],0.076 [0.073 - 0.079]
Metabolite+Demographic,0.845 [0.836 - 0.853],0.776 [0.774 - 0.778],0.775 [0.758 - 0.798],0.776 [0.774 - 0.778],0.041 [0.039 - 0.042],0.551 [0.533 - 0.574],0.077 [0.074 - 0.080]
