Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.556 [0.553 - 0.559],0.537 [0.535 - 0.539],0.537 [0.531 - 0.541],0.537 [0.534 - 0.539],0.204 [0.201 - 0.206],0.073 [0.067 - 0.078],0.295 [0.292 - 0.298]
Demographic,0.594 [0.591 - 0.597],0.568 [0.566 - 0.570],0.569 [0.563 - 0.573],0.568 [0.566 - 0.570],0.225 [0.223 - 0.228],0.137 [0.131 - 0.141],0.323 [0.320 - 0.325]
Metabolite+Demographic,0.597 [0.594 - 0.599],0.570 [0.568 - 0.571],0.570 [0.565 - 0.574],0.569 [0.568 - 0.572],0.226 [0.224 - 0.229],0.140 [0.134 - 0.143],0.324 [0.321 - 0.326]
