Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.549 [0.543 - 0.553],0.533 [0.531 - 0.535],0.533 [0.524 - 0.541],0.533 [0.531 - 0.535],0.053 [0.052 - 0.054],0.066 [0.058 - 0.074],0.097 [0.094 - 0.099]
Demographic,0.650 [0.644 - 0.655],0.613 [0.611 - 0.615],0.613 [0.605 - 0.621],0.613 [0.611 - 0.615],0.072 [0.071 - 0.074],0.226 [0.219 - 0.234],0.130 [0.127 - 0.132]
Metabolite+Demographic,0.649 [0.644 - 0.654],0.614 [0.612 - 0.616],0.614 [0.606 - 0.623],0.614 [0.612 - 0.616],0.073 [0.071 - 0.074],0.228 [0.220 - 0.237],0.130 [0.127 - 0.133]
