Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.755 [0.705 - 0.807],0.683 [0.681 - 0.685],0.681 [0.587 - 0.775],0.683 [0.681 - 0.685],0.001 [0.001 - 0.001],0.363 [0.270 - 0.458],0.002 [0.002 - 0.003]
Demographic,0.872 [0.817 - 0.917],0.834 [0.833 - 0.836],0.842 [0.764 - 0.902],0.834 [0.833 - 0.836],0.003 [0.002 - 0.003],0.676 [0.598 - 0.736],0.005 [0.004 - 0.007]
Metabolite+Demographic,0.870 [0.822 - 0.913],0.827 [0.825 - 0.829],0.827 [0.750 - 0.896],0.827 [0.825 - 0.829],0.003 [0.002 - 0.003],0.654 [0.577 - 0.723],0.005 [0.004 - 0.006]
