Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.618 [0.609 - 0.627],0.585 [0.583 - 0.587],0.585 [0.570 - 0.598],0.585 [0.583 - 0.587],0.027 [0.026 - 0.028],0.171 [0.154 - 0.183],0.052 [0.050 - 0.054]
Demographic,0.742 [0.734 - 0.748],0.688 [0.686 - 0.690],0.683 [0.668 - 0.697],0.688 [0.686 - 0.690],0.042 [0.040 - 0.043],0.372 [0.356 - 0.385],0.078 [0.076 - 0.081]
Metabolite+Demographic,0.745 [0.738 - 0.750],0.685 [0.683 - 0.687],0.685 [0.671 - 0.699],0.685 [0.683 - 0.687],0.041 [0.040 - 0.043],0.370 [0.357 - 0.384],0.078 [0.075 - 0.080]
