Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.543 [0.536 - 0.553],0.533 [0.531 - 0.535],0.533 [0.518 - 0.549],0.533 [0.531 - 0.535],0.020 [0.020 - 0.021],0.066 [0.050 - 0.082],0.039 [0.038 - 0.041]
Demographic,0.582 [0.572 - 0.590],0.569 [0.566 - 0.571],0.570 [0.556 - 0.584],0.569 [0.566 - 0.571],0.024 [0.023 - 0.024],0.139 [0.126 - 0.151],0.045 [0.043 - 0.047]
Metabolite+Demographic,0.582 [0.574 - 0.591],0.563 [0.560 - 0.564],0.565 [0.548 - 0.576],0.563 [0.560 - 0.564],0.023 [0.022 - 0.024],0.127 [0.110 - 0.139],0.044 [0.042 - 0.046]
