Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.589 [0.565 - 0.612],0.558 [0.556 - 0.561],0.560 [0.518 - 0.603],0.558 [0.556 - 0.561],0.004 [0.003 - 0.004],0.118 [0.076 - 0.160],0.008 [0.007 - 0.009]
Demographic,0.683 [0.661 - 0.701],0.640 [0.638 - 0.642],0.643 [0.598 - 0.674],0.640 [0.638 - 0.642],0.005 [0.005 - 0.006],0.284 [0.239 - 0.315],0.011 [0.010 - 0.012]
Metabolite+Demographic,0.674 [0.654 - 0.697],0.630 [0.628 - 0.632],0.631 [0.590 - 0.667],0.630 [0.628 - 0.632],0.005 [0.005 - 0.006],0.260 [0.220 - 0.297],0.010 [0.009 - 0.012]
