Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.493 [0.462 - 0.522],0.499 [0.497 - 0.500],0.496 [0.446 - 0.534],0.499 [0.497 - 0.500],0.002 [0.002 - 0.002],-0.006 [-0.055 - 0.033],0.004 [0.004 - 0.005]
Demographic,0.581 [0.552 - 0.607],0.558 [0.557 - 0.561],0.551 [0.499 - 0.595],0.558 [0.557 - 0.561],0.003 [0.002 - 0.003],0.110 [0.057 - 0.154],0.005 [0.005 - 0.006]
Metabolite+Demographic,0.551 [0.524 - 0.576],0.547 [0.545 - 0.549],0.542 [0.501 - 0.588],0.547 [0.545 - 0.550],0.003 [0.002 - 0.003],0.089 [0.048 - 0.134],0.005 [0.005 - 0.006]
