Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.588 [0.563 - 0.610],0.562 [0.560 - 0.564],0.566 [0.525 - 0.607],0.562 [0.560 - 0.564],0.003 [0.003 - 0.003],0.128 [0.086 - 0.168],0.006 [0.005 - 0.007]
Demographic,0.575 [0.553 - 0.602],0.564 [0.561 - 0.566],0.562 [0.520 - 0.600],0.564 [0.561 - 0.566],0.003 [0.003 - 0.003],0.125 [0.083 - 0.164],0.006 [0.005 - 0.007]
Metabolite+Demographic,0.598 [0.572 - 0.623],0.572 [0.570 - 0.574],0.575 [0.527 - 0.607],0.572 [0.570 - 0.574],0.003 [0.003 - 0.003],0.146 [0.100 - 0.180],0.006 [0.006 - 0.007]
