Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.867 [0.845 - 0.883],0.789 [0.787 - 0.790],0.790 [0.745 - 0.821],0.789 [0.787 - 0.790],0.006 [0.005 - 0.006],0.579 [0.533 - 0.610],0.012 [0.010 - 0.013]
Demographic,0.798 [0.775 - 0.821],0.737 [0.736 - 0.739],0.733 [0.688 - 0.779],0.737 [0.736 - 0.739],0.004 [0.004 - 0.005],0.471 [0.426 - 0.516],0.009 [0.008 - 0.010]
Metabolite+Demographic,0.883 [0.866 - 0.897],0.805 [0.803 - 0.806],0.807 [0.771 - 0.839],0.805 [0.803 - 0.806],0.006 [0.006 - 0.007],0.612 [0.576 - 0.643],0.013 [0.012 - 0.014]
