Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.717 [0.712 - 0.723],0.658 [0.656 - 0.661],0.658 [0.650 - 0.669],0.659 [0.656 - 0.661],0.074 [0.072 - 0.076],0.317 [0.309 - 0.328],0.132 [0.129 - 0.136]
Demographic,0.739 [0.734 - 0.743],0.679 [0.677 - 0.681],0.678 [0.667 - 0.688],0.678 [0.677 - 0.681],0.080 [0.078 - 0.082],0.357 [0.345 - 0.366],0.143 [0.139 - 0.146]
Metabolite+Demographic,0.763 [0.757 - 0.769],0.697 [0.695 - 0.699],0.697 [0.685 - 0.707],0.697 [0.695 - 0.699],0.087 [0.085 - 0.089],0.395 [0.383 - 0.404],0.154 [0.151 - 0.157]
