Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.551 [0.519 - 0.582],0.534 [0.532 - 0.536],0.529 [0.475 - 0.582],0.534 [0.532 - 0.536],0.002 [0.002 - 0.002],0.064 [0.010 - 0.116],0.004 [0.004 - 0.005]
Demographic,0.578 [0.550 - 0.604],0.551 [0.549 - 0.552],0.553 [0.498 - 0.608],0.551 [0.549 - 0.552],0.002 [0.002 - 0.003],0.103 [0.048 - 0.159],0.005 [0.004 - 0.005]
Metabolite+Demographic,0.579 [0.546 - 0.606],0.561 [0.559 - 0.562],0.562 [0.512 - 0.614],0.561 [0.559 - 0.562],0.002 [0.002 - 0.003],0.122 [0.072 - 0.176],0.005 [0.004 - 0.006]
