Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.546 [0.523 - 0.576],0.523 [0.521 - 0.525],0.526 [0.483 - 0.568],0.524 [0.521 - 0.525],0.003 [0.002 - 0.003],0.050 [0.005 - 0.092],0.005 [0.005 - 0.006]
Demographic,0.659 [0.637 - 0.678],0.605 [0.603 - 0.607],0.607 [0.566 - 0.646],0.605 [0.603 - 0.607],0.004 [0.003 - 0.004],0.211 [0.171 - 0.251],0.007 [0.006 - 0.008]
Metabolite+Demographic,0.661 [0.642 - 0.682],0.617 [0.615 - 0.619],0.620 [0.581 - 0.655],0.617 [0.614 - 0.619],0.004 [0.003 - 0.004],0.237 [0.198 - 0.271],0.007 [0.007 - 0.008]
