Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,2.45 [2.38-2.52],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,2.45 [2.39-2.52],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,2.44 [2.36-2.51],0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,2.34 [2.25-2.44],0.000e+00,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,2.23 [2.18-2.29],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,2.06 [2.00-2.11],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.91 [1.87-1.96],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.88 [1.84-1.93],0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.87 [1.82-1.92],0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,1.65 [1.61-1.70],0.000e+00,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.65 [1.61-1.70],2.987e-304,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.63 [1.59-1.67],2.870e-298,***,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-TG%,1.61 [1.57-1.65],9.673e-299,***,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.59 [1.55-1.64],1.759e-221,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.51 [1.47-1.55],3.658e-178,***,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.50 [1.47-1.54],6.519e-219,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,1.48 [1.44-1.53],1.388e-152,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,1.45 [1.42-1.49],2.629e-221,***,Creatinine
MUFA%,1.29 [1.25-1.32],1.242e-67,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,1.26 [1.23-1.29],8.423e-62,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.26 [1.22-1.29],1.722e-58,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.25 [1.21-1.28],1.118e-50,***,Triglycerides to Total-Lipids in Small HDL percentage
Leu,1.24 [1.21-1.27],5.191e-64,***,Leucine
Sc-ala,1.24 [1.21-1.27],4.523e-58,***,Spectrometer-corrected alanine
TG/PG,1.24 [1.20-1.27],3.386e-51,***,Triglycerides to Phosphoglycerides ratio
Total-BCAA,1.20 [1.17-1.23],2.099e-41,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-C%,1.18 [1.16-1.21],2.675e-35,***,Cholesterol to Total-Lipids in Very Large HDL percentage
Phe,1.18 [1.15-1.20],6.719e-32,***,Phenylalanine
Ile,1.17 [1.14-1.20],1.080e-32,***,Isoleucine
Ala,1.17 [1.14-1.20],1.556e-28,***,Alanine
Val,1.16 [1.13-1.19],2.297e-24,***,Valine
Gln,1.14 [1.11-1.17],2.262e-18,***,Glutamine
DHA%,1.14 [1.11-1.17],1.595e-17,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,1.14 [1.11-1.17],2.341e-17,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-TG%,1.10 [1.07-1.13],1.591e-06,***,Triglycerides to Total-Lipids in Medium HDL percentage
VLDL-size,1.09 [1.06-1.12],7.918e-05,***,Average Diameter for VLDL Particles
Glu,1.08 [1.05-1.10],0.006,**,Glucose
PUFA%,0.93 [0.90-0.95],0.002,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.92 [0.90-0.94],1.155e-04,***,Acetate
XXL-VLDL-TG,0.90 [0.88-0.93],6.973e-08,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,0.90 [0.88-0.93],1.649e-08,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL,0.89 [0.87-0.92],3.527e-11,***,Phospholipids in Chylomicrons and Extremely Large VLDL
3-Hydroxybutyrate,0.88 [0.86-0.91],5.079e-13,***,3-Hydroxybutyrate
Omega-6%,0.88 [0.86-0.90],1.196e-16,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
GlycA,0.88 [0.86-0.91],4.703e-14,***,Glycoprotein Acetyls
XXL-VLDL-P,0.88 [0.86-0.91],9.520e-14,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-L,0.87 [0.85-0.90],9.362e-17,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
Unsaturation,0.87 [0.85-0.89],4.400e-22,***,Degree of Unsaturation
Citrate,0.87 [0.84-0.89],9.140e-21,***,Citrate
S-HDL-C%,0.86 [0.84-0.89],1.457e-24,***,Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-TG,0.86 [0.83-0.88],5.490e-23,***,Triglycerides in Small VLDL
Omega-6/Omega-3,0.85 [0.83-0.87],2.466e-27,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,0.84 [0.82-0.87],5.460e-30,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-FC,0.84 [0.82-0.86],2.986e-29,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-LDL-FC%,0.83 [0.81-0.85],1.297e-48,***,Free Cholesterol to Total-Lipids in Small LDL percentage
SFA%,0.83 [0.81-0.85],4.126e-39,***,Saturated Fatty Acids to Total-Fatty Acids percentage
VLDL-TG,0.82 [0.80-0.84],1.605e-40,***,Triglycerides in VLDL
L-VLDL-FC%,0.82 [0.80-0.84],3.534e-47,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-TG,0.82 [0.80-0.84],1.165e-39,***,Triglycerides in Large VLDL
M-HDL-C%,0.80 [0.78-0.82],1.441e-61,***,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-PL%,0.80 [0.78-0.82],4.936e-83,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-VLDL-P,0.80 [0.78-0.82],5.642e-48,***,Concentration of Very Large VLDL Particles
M-HDL-TG,0.80 [0.78-0.82],1.542e-52,***,Triglycerides in Medium HDL
XS-VLDL-TG,0.79 [0.77-0.82],1.401e-52,***,Triglycerides in Very Small VLDL
XXL-VLDL-C%,0.79 [0.77-0.82],4.686e-51,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-L,0.79 [0.77-0.81],7.995e-54,***,Total-Lipids in Very Large VLDL
Total-TG,0.79 [0.77-0.81],3.436e-57,***,Total-Triglycerides
HDL-TG,0.79 [0.76-0.81],7.959e-60,***,Triglycerides in HDL
XXL-VLDL-C,0.78 [0.75-0.80],1.022e-60,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-HDL-CE%,0.77 [0.75-0.79],5.845e-94,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Omega-3,0.77 [0.75-0.79],1.006e-75,***,Omega-3 Fatty Acids
S-LDL-TG,0.76 [0.74-0.79],1.668e-66,***,Triglycerides in Small LDL
