Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,2.14 [1.88-2.42],2.036e-26,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,2.12 [1.87-2.42],6.484e-25,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,2.08 [1.82-2.38],1.659e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,2.01 [1.75-2.31],1.133e-17,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,2.00 [1.77-2.26],9.654e-23,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.94 [1.66-2.26],1.038e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.86 [1.61-2.16],2.162e-11,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.83 [1.59-2.10],5.858e-12,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.72 [1.42-2.08],0.004,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,1.65 [1.45-1.88],1.399e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.63 [1.44-1.84],2.735e-09,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-PL%,1.57 [1.37-1.80],1.092e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.56 [1.37-1.78],5.653e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
Creatinine,1.55 [1.38-1.74],1.824e-08,***,Creatinine
XXL-VLDL-PL%,1.51 [1.30-1.76],0.016,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,1.49 [1.29-1.72],0.020,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.74 [0.66-0.83],0.023,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XL-HDL-CE%,0.71 [0.63-0.81],0.041,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-HDL-C%,0.71 [0.63-0.79],1.047e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.70 [0.62-0.79],0.003,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC%,0.69 [0.63-0.77],1.416e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-VLDL-CE%,0.69 [0.60-0.79],0.015,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-L,0.68 [0.60-0.79],0.017,*,Total-Lipids in Small HDL
XS-VLDL-FC%,0.68 [0.61-0.76],2.502e-06,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-CE%,0.67 [0.59-0.77],0.001,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-VLDL-CE%,0.67 [0.60-0.76],1.950e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
ApoB/ApoA1,0.67 [0.58-0.78],0.026,*,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-FC%,0.67 [0.58-0.78],0.048,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
HDL-PL,0.67 [0.58-0.78],0.019,*,Phospholipids in HDL
S-VLDL-L,0.67 [0.58-0.78],0.036,*,Total-Lipids in Small VLDL
L-LDL-CE%,0.67 [0.59-0.76],4.338e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-VLDL-CE%,0.67 [0.61-0.73],3.477e-14,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
SFA,0.67 [0.58-0.77],0.004,**,Saturated Fatty Acids
VLDL-PL,0.65 [0.56-0.76],0.007,**,Phospholipids in VLDL
S-HDL-CE,0.65 [0.57-0.75],3.484e-04,***,Cholesteryl Esters in Small HDL
XL-VLDL-CE%,0.64 [0.55-0.74],8.821e-04,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Total-FA,0.64 [0.56-0.73],3.359e-05,***,Total-Fatty Acids
XS-VLDL-PL,0.64 [0.55-0.74],9.370e-04,***,Phospholipids in Very Small VLDL
M-HDL-FC,0.64 [0.55-0.74],0.002,**,Free Cholesterol in Medium HDL
XL-VLDL-CE,0.64 [0.54-0.75],0.005,**,Cholesteryl Esters in Very Large VLDL
S-HDL-FC%,0.64 [0.55-0.74],5.148e-04,***,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-CE,0.64 [0.54-0.74],0.003,**,Cholesteryl Esters in Large VLDL
XL-VLDL-C%,0.64 [0.54-0.74],0.002,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-C,0.63 [0.53-0.75],0.049,*,Cholesterol in Large HDL
HDL-L,0.63 [0.55-0.73],2.128e-04,***,Total-Lipids in HDL
S-HDL-C,0.63 [0.55-0.72],1.641e-05,***,Cholesterol in Small HDL
ApoA1,0.63 [0.54-0.73],7.585e-05,***,Apolipoprotein A1
S-LDL-CE%,0.62 [0.55-0.71],1.016e-07,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-P,0.62 [0.54-0.72],1.538e-05,***,Concentration of Small HDL Particles
M-VLDL-C%,0.62 [0.56-0.69],5.927e-14,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-FC,0.61 [0.53-0.70],1.849e-06,***,Free Cholesterol in Small HDL
XL-HDL-C,0.61 [0.51-0.73],0.010,*,Cholesterol in Very Large HDL
HDL-CE,0.61 [0.52-0.71],4.848e-05,***,Cholesteryl Esters in HDL
VLDL-P,0.60 [0.51-0.71],7.257e-05,***,Concentration of VLDL Particles
XL-HDL-CE,0.60 [0.50-0.72],0.008,**,Cholesteryl Esters in Very Large HDL
S-VLDL-C%,0.60 [0.53-0.67],9.026e-12,***,Cholesterol to Total-Lipids in Small VLDL percentage
VLDL-FC,0.60 [0.51-0.70],9.038e-06,***,Free Cholesterol in VLDL
HDL-C,0.60 [0.51-0.69],9.062e-06,***,HDL Cholesterol
M-VLDL-PL%,0.60 [0.53-0.66],1.156e-15,***,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.59 [0.53-0.66],5.671e-15,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-CE,0.59 [0.51-0.69],9.952e-06,***,Cholesteryl Esters in Small VLDL
HDL-P,0.59 [0.51-0.68],3.565e-07,***,Concentration of HDL Particles
XS-VLDL-L,0.58 [0.50-0.68],2.355e-07,***,Total-Lipids in Very Small VLDL
XL-HDL-P,0.58 [0.48-0.70],0.002,**,Concentration of Very Large HDL Particles
L-LDL-FC%,0.58 [0.52-0.65],1.901e-16,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-FC%,0.57 [0.51-0.64],4.173e-16,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-FC,0.57 [0.49-0.67],2.402e-06,***,Free Cholesterol in HDL
M-VLDL-L,0.57 [0.49-0.66],2.719e-08,***,Total-Lipids in Medium VLDL
LA%,0.57 [0.50-0.64],2.272e-13,***,Linoleic Acid to Total-Fatty Acids percentage
Phosphoglyc,0.57 [0.50-0.65],3.431e-12,***,Phosphoglycerides
XS-VLDL-P,0.56 [0.48-0.66],1.009e-07,***,Concentration of Very Small VLDL Particles
S-VLDL-PL,0.56 [0.48-0.66],8.148e-08,***,Phospholipids in Small VLDL
S-VLDL-C,0.56 [0.48-0.65],3.419e-08,***,Cholesterol in Small VLDL
XS-VLDL-FC,0.56 [0.48-0.65],1.681e-08,***,Free Cholesterol in Very Small VLDL
VLDL-C,0.55 [0.47-0.64],1.857e-10,***,VLDL Cholesterol
Total-P,0.54 [0.47-0.63],4.654e-11,***,Total-Concentration of Lipoprotein Particles
M-LDL-C%,0.54 [0.49-0.60],3.144e-28,***,Cholesterol to Total-Lipids in Medium LDL percentage
PC,0.54 [0.47-0.62],1.193e-14,***,Phosphatidylcholines
Cholines,0.54 [0.47-0.61],1.617e-15,***,Total-Cholines
XS-VLDL-C%,0.54 [0.48-0.60],5.392e-23,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,0.54 [0.48-0.60],2.440e-19,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,0.53 [0.48-0.60],1.845e-24,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
PUFA,0.53 [0.46-0.61],1.261e-15,***,Polyunsaturated Fatty Acids
S-LDL-C%,0.52 [0.47-0.58],4.876e-28,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-C%,0.52 [0.47-0.58],2.661e-28,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-PL,0.52 [0.45-0.61],3.475e-12,***,Phospholipids in Small LDL
Total-PL,0.52 [0.46-0.59],4.876e-18,***,Total-Phospholipids in Lipoprotein Particles
Total-L,0.52 [0.46-0.59],1.615e-19,***,Total-Lipids in Lipoprotein Particles
S-VLDL-PL%,0.52 [0.45-0.59],9.461e-18,***,Phospholipids to Total-Lipids in Small VLDL percentage
VLDL-CE,0.52 [0.44-0.60],8.590e-13,***,Cholesteryl Esters in VLDL
M-VLDL-P,0.52 [0.44-0.61],4.293e-10,***,Concentration of Medium VLDL Particles
Omega-6,0.51 [0.45-0.59],1.854e-17,***,Omega-6 Fatty Acids
M-VLDL-PL,0.51 [0.44-0.60],1.395e-11,***,Phospholipids in Medium VLDL
SM,0.51 [0.45-0.59],4.385e-16,***,Sphingomyelins
L-LDL-C%,0.51 [0.46-0.56],2.740e-31,***,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-FC,0.50 [0.43-0.59],6.104e-12,***,Free Cholesterol in Small VLDL
IDL-CE%,0.50 [0.45-0.56],1.152e-30,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-L,0.50 [0.43-0.57],7.996e-17,***,Total-Lipids in Medium LDL
S-LDL-L,0.49 [0.43-0.57],5.873e-15,***,Total-Lipids in Small LDL
XS-VLDL-C,0.49 [0.42-0.57],6.309e-15,***,Cholesterol in Very Small VLDL
M-LDL-CE,0.49 [0.42-0.57],5.746e-16,***,Cholesteryl Esters in Medium LDL
M-LDL-PL,0.49 [0.42-0.57],2.793e-15,***,Phospholipids in Medium LDL
LA,0.49 [0.43-0.56],1.093e-21,***,Linoleic Acid
S-LDL-P,0.49 [0.41-0.57],1.855e-13,***,Concentration of Small LDL Particles
LDL-L,0.49 [0.43-0.55],2.874e-22,***,Total-Lipids in LDL
ApoB,0.48 [0.42-0.56],1.677e-17,***,Apolipoprotein B
M-VLDL-FC,0.48 [0.41-0.56],9.298e-14,***,Free Cholesterol in Medium VLDL
M-LDL-C,0.48 [0.41-0.55],3.708e-18,***,Cholesterol in Medium LDL
S-LDL-FC,0.48 [0.41-0.55],3.252e-17,***,Free Cholesterol in Small LDL
S-LDL-CE,0.48 [0.41-0.56],2.056e-15,***,Cholesteryl Esters in Small LDL
Non-HDL-C,0.48 [0.42-0.54],1.503e-24,***,Total-Cholesterol Minus HDL-C
L-LDL-P,0.48 [0.40-0.56],3.287e-14,***,Concentration of Large LDL Particles
LDL-CE,0.48 [0.42-0.54],6.994e-22,***,Cholesteryl Esters in LDL
Remnant-C,0.47 [0.41-0.54],4.299e-22,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.47 [0.42-0.53],1.457e-27,***,Total-Cholesterol
Clinical LDL-C,0.47 [0.42-0.54],2.383e-26,***,Clinical LDL Cholesterol
LDL-C,0.47 [0.41-0.54],8.467e-24,***,LDL Cholesterol
S-LDL-C,0.47 [0.40-0.55],4.449e-17,***,Cholesterol in Small LDL
L-LDL-L,0.47 [0.41-0.54],1.097e-23,***,Total-Lipids in Large LDL
Total-CE,0.47 [0.41-0.53],1.147e-27,***,Total-Esterified Cholesterol
XS-VLDL-CE,0.47 [0.40-0.55],4.181e-17,***,Cholesteryl Esters in Very Small VLDL
LDL-P,0.47 [0.40-0.55],2.587e-15,***,Concentration of LDL Particles
M-LDL-P,0.46 [0.39-0.54],2.607e-15,***,Concentration of Medium LDL Particles
LDL-PL,0.46 [0.40-0.53],9.972e-21,***,Phospholipids in LDL
Total-FC,0.46 [0.40-0.53],1.333e-24,***,Total-Free Cholesterol
L-LDL-CE,0.46 [0.40-0.53],7.427e-23,***,Cholesteryl Esters in Large LDL
L-LDL-C,0.45 [0.40-0.52],1.018e-24,***,Cholesterol in Large LDL
IDL-L,0.45 [0.40-0.52],4.060e-25,***,Total-Lipids in IDL
IDL-PL,0.45 [0.39-0.52],1.171e-20,***,Phospholipids in IDL
M-VLDL-C,0.45 [0.39-0.53],2.609e-18,***,Cholesterol in Medium VLDL
M-LDL-FC,0.45 [0.38-0.52],4.409e-20,***,Free Cholesterol in Medium LDL
M-VLDL-CE,0.44 [0.38-0.52],2.766e-19,***,Cholesteryl Esters in Medium VLDL
L-LDL-PL,0.44 [0.38-0.51],4.369e-23,***,Phospholipids in Large LDL
IDL-P,0.44 [0.37-0.51],1.400e-18,***,Concentration of IDL Particles
LDL-FC,0.43 [0.38-0.50],2.484e-24,***,Free Cholesterol in LDL
IDL-FC,0.43 [0.37-0.50],9.779e-23,***,Free Cholesterol in IDL
IDL-C,0.43 [0.38-0.50],1.770e-27,***,Cholesterol in IDL
IDL-CE,0.42 [0.37-0.49],7.920e-28,***,Cholesteryl Esters in IDL
L-LDL-FC,0.42 [0.36-0.48],2.258e-25,***,Free Cholesterol in Large LDL
