Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.99 [1.69-2.35],5.314e-11,***,Creatinine
VLDL-size,1.84 [1.50-2.26],7.823e-04,***,Average Diameter for VLDL Particles
XL-HDL-FC%,1.80 [1.50-2.17],7.499e-05,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,1.78 [1.47-2.15],4.931e-04,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.61 [1.33-1.94],0.182,,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-CE%,0.63 [0.53-0.75],0.028,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-FC%,0.58 [0.49-0.68],5.924e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-PL,0.57 [0.46-0.70],0.031,*,Phospholipids in HDL
HDL-L,0.55 [0.44-0.68],0.005,**,Total-Lipids in HDL
HDL-CE,0.50 [0.40-0.63],4.571e-04,***,Cholesteryl Esters in HDL
HDL-C,0.50 [0.40-0.62],2.963e-04,***,HDL Cholesterol
HDL-FC,0.48 [0.38-0.62],8.422e-04,***,Free Cholesterol in HDL
HDL-size,0.45 [0.35-0.58],2.470e-04,***,Average Diameter for HDL Particles
L-HDL-PL,0.44 [0.34-0.57],1.769e-04,***,Phospholipids in Large HDL
XL-HDL-P,0.44 [0.33-0.59],0.010,*,Concentration of Very Large HDL Particles
XL-HDL-L,0.44 [0.33-0.58],0.002,**,Total-Lipids in Very Large HDL
XL-HDL-PL,0.44 [0.33-0.58],0.003,**,Phospholipids in Very Large HDL
L-HDL-L,0.43 [0.34-0.56],5.095e-05,***,Total-Lipids in Large HDL
XL-HDL-C,0.43 [0.32-0.57],0.001,**,Cholesterol in Very Large HDL
XL-HDL-CE,0.40 [0.30-0.54],4.202e-04,***,Cholesteryl Esters in Very Large HDL
L-HDL-C,0.40 [0.30-0.53],4.189e-05,***,Cholesterol in Large HDL
L-HDL-CE,0.39 [0.30-0.53],5.139e-05,***,Cholesteryl Esters in Large HDL
L-HDL-FC,0.39 [0.29-0.53],1.159e-04,***,Free Cholesterol in Large HDL
L-HDL-P,0.38 [0.28-0.52],1.623e-04,***,Concentration of Large HDL Particles
