Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-L,1.52 [1.29-1.78],0.077,,Total-Lipids in Large HDL
L-HDL-C,1.51 [1.28-1.77],0.113,,Cholesterol in Large HDL
L-HDL-CE,1.50 [1.28-1.76],0.149,,Cholesteryl Esters in Large HDL
L-HDL-PL,1.49 [1.27-1.75],0.126,,Phospholipids in Large HDL
HDL-size,1.49 [1.27-1.73],0.085,,Average Diameter for HDL Particles
Tyr,0.91 [0.77-1.09],1.000,,Tyrosine
M-LDL-TG%,0.90 [0.76-1.07],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Ile,0.79 [0.66-0.94],1.000,,Isoleucine
XL-HDL-FC%,0.63 [0.52-0.75],0.075,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.53 [0.44-0.64],4.532e-06,***,Creatinine
