Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.74 [1.42-2.13],0.018,*,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-FC%,1.65 [1.40-1.95],5.520e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,1.60 [1.39-1.84],1.357e-05,***,Total-Lipids in Large HDL
L-HDL-PL,1.59 [1.39-1.83],6.242e-06,***,Phospholipids in Large HDL
HDL-FC,1.58 [1.38-1.81],1.072e-05,***,Free Cholesterol in HDL
HDL-L,1.57 [1.36-1.81],2.062e-04,***,Total-Lipids in HDL
HDL-PL,1.57 [1.36-1.81],1.166e-04,***,Phospholipids in HDL
HDL-size,1.57 [1.36-1.80],5.185e-05,***,Average Diameter for HDL Particles
L-HDL-FC,1.56 [1.36-1.78],1.212e-05,***,Free Cholesterol in Large HDL
L-HDL-C,1.54 [1.34-1.77],2.151e-04,***,Cholesterol in Large HDL
HDL-C,1.53 [1.32-1.77],0.002,**,HDL Cholesterol
L-HDL-P,1.53 [1.34-1.74],7.135e-05,***,Concentration of Large HDL Particles
L-HDL-CE,1.52 [1.32-1.75],6.902e-04,***,Cholesteryl Esters in Large HDL
M-HDL-FC,1.51 [1.32-1.73],6.019e-04,***,Free Cholesterol in Medium HDL
XL-HDL-L,1.51 [1.32-1.72],4.080e-04,***,Total-Lipids in Very Large HDL
XL-HDL-PL,1.50 [1.32-1.71],3.206e-04,***,Phospholipids in Very Large HDL
HDL-CE,1.50 [1.30-1.73],0.009,**,Cholesteryl Esters in HDL
PC,1.49 [1.29-1.73],0.022,*,Phosphatidylcholines
ApoA1,1.49 [1.29-1.72],0.009,**,Apolipoprotein A1
XL-HDL-CE,1.48 [1.29-1.69],0.002,**,Cholesteryl Esters in Very Large HDL
XL-HDL-P,1.48 [1.30-1.68],7.998e-04,***,Concentration of Very Large HDL Particles
M-HDL-L,1.47 [1.28-1.70],0.017,*,Total-Lipids in Medium HDL
XL-HDL-C,1.47 [1.29-1.69],0.003,**,Cholesterol in Very Large HDL
M-HDL-PL,1.47 [1.28-1.69],0.009,**,Phospholipids in Medium HDL
M-HDL-P,1.45 [1.27-1.66],0.014,*,Concentration of Medium HDL Particles
Gln,0.95 [0.82-1.10],1.000,,Glutamine
Ala,0.93 [0.80-1.08],1.000,,Alanine
XL-HDL-C%,0.65 [0.55-0.76],0.019,*,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,0.60 [0.51-0.71],1.437e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.52 [0.44-0.61],8.176e-10,***,Creatinine
