Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,2.17 [1.90-2.48],1.076e-24,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-C%,1.82 [1.59-2.08],2.403e-13,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-FC%,1.77 [1.57-1.99],1.071e-15,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.72 [1.54-1.92],1.432e-16,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-size,1.71 [1.57-1.85],2.423e-32,***,Average Diameter for HDL Particles
PUFA/MUFA,1.69 [1.53-1.87],3.931e-20,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-CE%,1.69 [1.50-1.90],6.585e-13,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-HDL-C,1.69 [1.55-1.84],4.401e-28,***,Cholesterol in Large HDL
L-HDL-CE,1.69 [1.55-1.84],4.269e-28,***,Cholesteryl Esters in Large HDL
L-HDL-L,1.68 [1.54-1.83],7.673e-27,***,Total-Lipids in Large HDL
L-HDL-CE%,1.67 [1.47-1.91],1.263e-09,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-FC%,1.67 [1.49-1.88],1.674e-12,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,1.66 [1.47-1.88],3.033e-10,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-HDL-PL,1.64 [1.50-1.78],2.315e-25,***,Phospholipids in Large HDL
L-HDL-FC,1.62 [1.49-1.76],9.710e-26,***,Free Cholesterol in Large HDL
XL-HDL-PL,1.61 [1.49-1.74],6.186e-27,***,Phospholipids in Very Large HDL
XS-VLDL-C%,1.61 [1.43-1.81],1.085e-10,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-C%,1.61 [1.44-1.79],1.531e-12,***,Cholesterol to Total-Lipids in Medium HDL percentage
Omega-6%,1.60 [1.44-1.79],3.005e-12,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-L,1.60 [1.48-1.73],1.402e-24,***,Total-Lipids in Very Large HDL
L-HDL-P,1.60 [1.47-1.73],2.898e-24,***,Concentration of Large HDL Particles
XL-HDL-CE,1.60 [1.47-1.73],8.522e-24,***,Cholesteryl Esters in Very Large HDL
XL-HDL-C,1.59 [1.47-1.73],2.160e-23,***,Cholesterol in Very Large HDL
PUFA%,1.59 [1.42-1.77],1.390e-11,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-C%,1.56 [1.39-1.75],5.060e-09,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-FC%,1.53 [1.39-1.69],1.428e-11,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-FC,1.52 [1.40-1.65],1.384e-18,***,Free Cholesterol in Very Large HDL
HDL-CE,1.51 [1.38-1.65],1.271e-13,***,Cholesteryl Esters in HDL
HDL-C,1.50 [1.37-1.64],3.049e-13,***,HDL Cholesterol
XL-HDL-P,1.50 [1.38-1.62],2.557e-17,***,Concentration of Very Large HDL Particles
M-HDL-CE%,1.49 [1.34-1.66],2.660e-08,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-LDL-FC%,1.49 [1.33-1.67],1.322e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-CE%,1.47 [1.33-1.62],6.132e-10,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-LDL-PL%,1.45 [1.33-1.58],3.195e-12,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-CE%,1.45 [1.33-1.58],1.316e-11,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,1.44 [1.33-1.57],4.670e-12,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
Gly,1.43 [1.32-1.54],7.438e-14,***,Glycine
S-HDL-PL%,1.43 [1.31-1.55],5.805e-12,***,Phospholipids to Total-Lipids in Small HDL percentage
HDL-FC,1.42 [1.30-1.55],3.962e-10,***,Free Cholesterol in HDL
HDL-L,1.40 [1.28-1.53],1.875e-08,***,Total-Lipids in HDL
HDL-PL,1.37 [1.25-1.49],3.219e-07,***,Phospholipids in HDL
XL-VLDL-FC%,1.36 [1.25-1.48],6.377e-08,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-CE,1.36 [1.25-1.49],1.257e-06,***,Cholesteryl Esters in Medium HDL
M-VLDL-FC%,1.36 [1.23-1.51],0.001,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-C,1.36 [1.24-1.48],2.086e-06,***,Cholesterol in Medium HDL
Unsaturation,1.34 [1.22-1.47],7.374e-04,***,Degree of Unsaturation
S-VLDL-FC%,1.33 [1.21-1.47],0.004,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
XXL-VLDL-FC%,1.32 [1.22-1.43],2.417e-07,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-FC,1.32 [1.21-1.43],1.075e-04,***,Free Cholesterol in Medium HDL
DHA%,1.31 [1.19-1.44],0.003,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-P,1.29 [1.18-1.41],0.002,**,Concentration of Medium HDL Particles
ApoA1,1.29 [1.18-1.41],0.005,**,Apolipoprotein A1
M-HDL-L,1.27 [1.16-1.38],0.019,*,Total-Lipids in Medium HDL
L-VLDL-FC%,0.81 [0.75-0.88],0.048,*,Free Cholesterol to Total-Lipids in Large VLDL percentage
Albumin,0.80 [0.73-0.87],0.023,*,Albumin
XL-VLDL-TG%,0.79 [0.73-0.85],7.993e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Sc-ala,0.78 [0.71-0.85],0.012,*,Spectrometer-corrected alanine
Omega-6,0.78 [0.71-0.85],0.013,*,Omega-6 Fatty Acids
PUFA,0.77 [0.70-0.84],0.003,**,Polyunsaturated Fatty Acids
LA,0.77 [0.70-0.84],0.004,**,Linoleic Acid
HDL-TG,0.76 [0.69-0.84],0.017,*,Triglycerides in HDL
L-LDL-C,0.76 [0.69-0.84],0.004,**,Cholesterol in Large LDL
S-HDL-P,0.76 [0.69-0.83],0.001,**,Concentration of Small HDL Particles
Clinical LDL-C,0.75 [0.69-0.82],2.812e-04,***,Clinical LDL Cholesterol
L-LDL-PL,0.75 [0.68-0.83],0.002,**,Phospholipids in Large LDL
L-LDL-L,0.75 [0.68-0.82],3.207e-04,***,Total-Lipids in Large LDL
L-LDL-CE%,0.75 [0.69-0.81],9.046e-07,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-FC,0.74 [0.68-0.82],3.116e-04,***,Free Cholesterol in Small LDL
Total-L,0.74 [0.68-0.81],4.371e-05,***,Total-Lipids in Lipoprotein Particles
IDL-TG%,0.74 [0.67-0.82],7.391e-04,***,Triglycerides to Total-Lipids in IDL percentage
Remnant-C,0.74 [0.67-0.81],8.060e-05,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-CE,0.73 [0.67-0.81],5.005e-05,***,Cholesteryl Esters in Large LDL
S-LDL-TG%,0.72 [0.66-0.80],1.419e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-PL%,0.72 [0.68-0.77],6.657e-18,***,Phospholipids to Total-Lipids in Large VLDL percentage
Non-HDL-C,0.72 [0.66-0.79],1.273e-06,***,Total-Cholesterol Minus HDL-C
GlycA,0.72 [0.65-0.79],3.299e-06,***,Glycoprotein Acetyls
M-LDL-FC,0.71 [0.65-0.79],2.062e-06,***,Free Cholesterol in Medium LDL
LDL-C,0.71 [0.65-0.78],1.289e-07,***,LDL Cholesterol
M-VLDL-C,0.71 [0.64-0.79],8.526e-06,***,Cholesterol in Medium VLDL
M-VLDL-TG%,0.71 [0.64-0.78],6.987e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
SFA,0.70 [0.64-0.77],3.469e-08,***,Saturated Fatty Acids
LDL-L,0.70 [0.64-0.77],4.739e-09,***,Total-Lipids in LDL
LDL-PL,0.69 [0.63-0.76],2.021e-08,***,Phospholipids in LDL
S-LDL-CE%,0.69 [0.64-0.75],1.546e-12,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
IDL-TG,0.69 [0.62-0.77],1.408e-06,***,Triglycerides in IDL
Total-FA,0.69 [0.63-0.75],1.047e-10,***,Total-Fatty Acids
LDL-CE,0.68 [0.62-0.75],3.042e-10,***,Cholesteryl Esters in LDL
M-HDL-TG%,0.68 [0.63-0.75],3.286e-12,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-CE%,0.68 [0.63-0.74],3.156e-14,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-PL%,0.68 [0.61-0.76],1.252e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-P,0.68 [0.61-0.76],8.151e-08,***,Concentration of Large LDL Particles
ApoB,0.67 [0.61-0.74],1.778e-10,***,Apolipoprotein B
XL-HDL-C%,0.67 [0.61-0.73],4.663e-12,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG%,0.66 [0.60-0.73],5.927e-12,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-PL,0.65 [0.59-0.72],1.136e-11,***,Phospholipids in Small LDL
VLDL-CE,0.65 [0.58-0.71],2.762e-12,***,Cholesteryl Esters in VLDL
LDL-P,0.64 [0.58-0.71],1.857e-11,***,Concentration of LDL Particles
Ile,0.64 [0.58-0.71],8.835e-12,***,Isoleucine
S-VLDL-FC,0.63 [0.57-0.70],1.011e-12,***,Free Cholesterol in Small VLDL
M-LDL-C,0.63 [0.57-0.69],3.988e-16,***,Cholesterol in Medium LDL
L-LDL-TG,0.63 [0.57-0.70],3.267e-11,***,Triglycerides in Large LDL
XS-VLDL-TG,0.63 [0.56-0.70],2.368e-11,***,Triglycerides in Very Small VLDL
L-HDL-TG%,0.63 [0.57-0.69],1.083e-17,***,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-C,0.63 [0.57-0.69],2.734e-15,***,Cholesterol in Small LDL
M-LDL-L,0.62 [0.57-0.69],1.509e-17,***,Total-Lipids in Medium LDL
ApoB/ApoA1,0.62 [0.57-0.69],6.968e-17,***,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-PL,0.62 [0.56-0.69],1.989e-16,***,Phospholipids in Medium LDL
M-VLDL-FC,0.62 [0.56-0.69],4.105e-14,***,Free Cholesterol in Medium VLDL
S-LDL-L,0.62 [0.56-0.68],1.295e-16,***,Total-Lipids in Small LDL
Val,0.61 [0.56-0.68],4.962e-17,***,Valine
M-LDL-P,0.61 [0.55-0.68],5.178e-15,***,Concentration of Medium LDL Particles
MUFA,0.61 [0.56-0.67],1.806e-18,***,Monounsaturated Fatty Acids
VLDL-C,0.61 [0.56-0.68],2.019e-17,***,VLDL Cholesterol
S-HDL-TG%,0.61 [0.56-0.67],1.661e-19,***,Triglycerides to Total-Lipids in Small HDL percentage
Leu,0.61 [0.55-0.68],2.171e-16,***,Leucine
S-VLDL-C,0.61 [0.55-0.68],1.221e-15,***,Cholesterol in Small VLDL
Total-BCAA,0.61 [0.55-0.67],1.052e-17,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-P,0.60 [0.54-0.67],7.603e-16,***,Concentration of Small LDL Particles
M-LDL-CE,0.60 [0.55-0.67],3.241e-19,***,Cholesteryl Esters in Medium LDL
S-VLDL-CE,0.60 [0.54-0.66],7.557e-17,***,Cholesteryl Esters in Small VLDL
S-LDL-CE,0.59 [0.54-0.66],9.253e-19,***,Cholesteryl Esters in Small LDL
M-VLDL-PL,0.59 [0.53-0.65],2.957e-18,***,Phospholipids in Medium VLDL
LDL-TG,0.58 [0.52-0.65],2.273e-15,***,Triglycerides in LDL
S-VLDL-PL,0.58 [0.53-0.65],9.366e-19,***,Phospholipids in Small VLDL
MUFA%,0.58 [0.52-0.63],6.212e-24,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
VLDL-P,0.57 [0.51-0.64],9.465e-19,***,Concentration of VLDL Particles
XL-HDL-FC%,0.57 [0.52-0.63],5.459e-23,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-VLDL-L,0.57 [0.52-0.63],5.078e-24,***,Total-Lipids in Medium VLDL
M-VLDL-P,0.57 [0.51-0.63],3.898e-20,***,Concentration of Medium VLDL Particles
S-VLDL-L,0.56 [0.50-0.62],4.177e-24,***,Total-Lipids in Small VLDL
VLDL-FC,0.56 [0.50-0.62],2.817e-23,***,Free Cholesterol in VLDL
VLDL-L,0.55 [0.50-0.61],1.577e-28,***,Total-Lipids in VLDL
VLDL-PL,0.55 [0.50-0.61],4.880e-25,***,Phospholipids in VLDL
S-HDL-TG,0.55 [0.49-0.61],2.274e-21,***,Triglycerides in Small HDL
L-VLDL-CE,0.54 [0.49-0.60],8.264e-25,***,Cholesteryl Esters in Large VLDL
S-VLDL-TG,0.53 [0.48-0.59],4.229e-24,***,Triglycerides in Small VLDL
Total-TG,0.53 [0.48-0.59],8.356e-27,***,Total-Triglycerides
S-VLDL-P,0.53 [0.48-0.59],1.051e-23,***,Concentration of Small VLDL Particles
VLDL-size,0.53 [0.48-0.58],3.922e-38,***,Average Diameter for VLDL Particles
M-LDL-TG,0.53 [0.47-0.60],7.394e-20,***,Triglycerides in Medium LDL
XL-HDL-TG%,0.52 [0.47-0.58],1.257e-29,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-CE,0.52 [0.46-0.58],1.077e-27,***,Cholesteryl Esters in Very Large VLDL
VLDL-TG,0.51 [0.46-0.57],1.229e-29,***,Triglycerides in VLDL
L-VLDL-C,0.51 [0.46-0.57],3.423e-29,***,Cholesterol in Large VLDL
M-VLDL-TG,0.51 [0.46-0.57],1.276e-28,***,Triglycerides in Medium VLDL
XXL-VLDL-L,0.50 [0.45-0.57],2.594e-23,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,0.50 [0.44-0.57],2.921e-21,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,0.50 [0.44-0.56],1.289e-24,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-L,0.50 [0.45-0.56],8.425e-31,***,Total-Lipids in Large VLDL
XL-VLDL-C,0.50 [0.45-0.56],3.594e-29,***,Cholesterol in Very Large VLDL
XXL-VLDL-C,0.50 [0.44-0.56],2.087e-24,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,0.50 [0.44-0.56],6.495e-23,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
TG/PG,0.49 [0.44-0.55],6.589e-33,***,Triglycerides to Phosphoglycerides ratio
S-LDL-TG,0.49 [0.43-0.55],4.050e-23,***,Triglycerides in Small LDL
L-VLDL-TG,0.49 [0.43-0.55],4.721e-28,***,Triglycerides in Large VLDL
XXL-VLDL-PL,0.49 [0.43-0.55],9.639e-23,***,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,0.48 [0.43-0.54],2.250e-30,***,Phospholipids in Large VLDL
XL-VLDL-FC,0.48 [0.43-0.54],1.702e-28,***,Free Cholesterol in Very Large VLDL
XXL-VLDL-P,0.48 [0.42-0.55],5.982e-22,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-L,0.48 [0.43-0.54],7.344e-30,***,Total-Lipids in Very Large VLDL
L-VLDL-FC,0.48 [0.42-0.53],1.579e-31,***,Free Cholesterol in Large VLDL
XL-VLDL-PL,0.47 [0.42-0.53],9.463e-29,***,Phospholipids in Very Large VLDL
L-VLDL-P,0.47 [0.42-0.53],2.835e-29,***,Concentration of Large VLDL Particles
XL-VLDL-TG,0.47 [0.41-0.53],1.388e-27,***,Triglycerides in Very Large VLDL
XL-VLDL-P,0.46 [0.41-0.52],5.118e-29,***,Concentration of Very Large VLDL Particles
Creatinine,0.43 [0.38-0.47],3.777e-51,***,Creatinine
