Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.87 [1.70-2.05],1.410e-33,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-C%,1.70 [1.54-1.88],3.118e-21,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-C,1.61 [1.51-1.71],3.395e-43,***,Cholesterol in Large HDL
L-HDL-L,1.61 [1.51-1.71],2.332e-42,***,Total-Lipids in Large HDL
L-HDL-CE,1.61 [1.51-1.71],3.205e-43,***,Cholesteryl Esters in Large HDL
L-HDL-CE%,1.60 [1.45-1.76],2.686e-16,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,1.59 [1.46-1.73],1.406e-20,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
HDL-size,1.58 [1.49-1.68],1.064e-43,***,Average Diameter for HDL Particles
L-HDL-PL,1.57 [1.47-1.67],3.921e-40,***,Phospholipids in Large HDL
L-LDL-FC%,1.57 [1.44-1.71],9.585e-20,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.56 [1.44-1.69],1.258e-22,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,1.56 [1.44-1.69],2.942e-22,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-FC,1.54 [1.45-1.63],2.319e-38,***,Free Cholesterol in Large HDL
L-HDL-FC%,1.54 [1.41-1.67],8.488e-18,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,1.54 [1.40-1.68],2.527e-15,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-FC%,1.53 [1.42-1.65],3.115e-24,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-P,1.53 [1.44-1.62],4.806e-37,***,Concentration of Large HDL Particles
HDL-CE,1.52 [1.42-1.62],7.153e-29,***,Cholesteryl Esters in HDL
XS-VLDL-C%,1.52 [1.39-1.65],5.992e-17,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-C,1.51 [1.41-1.61],3.993e-28,***,HDL Cholesterol
