Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,2.00 [1.85-2.15],1.339e-65,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-L,1.69 [1.61-1.78],1.435e-82,***,Total-Lipids in Large HDL
L-HDL-C,1.68 [1.60-1.77],5.354e-82,***,Cholesterol in Large HDL
L-HDL-CE,1.68 [1.59-1.77],1.268e-81,***,Cholesteryl Esters in Large HDL
HDL-size,1.67 [1.59-1.75],1.135e-86,***,Average Diameter for HDL Particles
L-HDL-PL,1.65 [1.57-1.74],3.396e-79,***,Phospholipids in Large HDL
L-HDL-C%,1.65 [1.53-1.78],4.285e-33,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-FC,1.61 [1.53-1.69],9.236e-75,***,Free Cholesterol in Large HDL
M-HDL-FC%,1.61 [1.51-1.71],9.857e-49,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-P,1.60 [1.52-1.68],3.775e-73,***,Concentration of Large HDL Particles
HDL-CE,1.58 [1.50-1.67],2.528e-56,***,Cholesteryl Esters in HDL
HDL-C,1.57 [1.49-1.66],9.671e-56,***,HDL Cholesterol
L-HDL-FC%,1.56 [1.46-1.67],1.152e-32,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-CE,1.55 [1.48-1.63],1.042e-61,***,Cholesteryl Esters in Very Large HDL
XL-HDL-PL,1.55 [1.48-1.63],4.359e-66,***,Phospholipids in Very Large HDL
M-HDL-C%,1.55 [1.46-1.65],1.715e-36,***,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-L,1.55 [1.47-1.63],8.198e-62,***,Total-Lipids in Very Large HDL
XL-HDL-C,1.54 [1.46-1.62],4.968e-58,***,Cholesterol in Very Large HDL
L-HDL-CE%,1.53 [1.43-1.65],1.057e-24,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.50 [1.41-1.60],5.630e-32,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-CE%,1.50 [1.40-1.60],2.509e-26,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
HDL-L,1.49 [1.42-1.58],1.055e-44,***,Total-Lipids in HDL
HDL-FC,1.49 [1.42-1.57],1.253e-46,***,Free Cholesterol in HDL
L-LDL-FC%,1.49 [1.39-1.59],3.040e-26,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-CE%,1.47 [1.37-1.58],3.184e-21,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-HDL-P,1.47 [1.40-1.54],1.799e-47,***,Concentration of Very Large HDL Particles
PUFA/MUFA,1.46 [1.38-1.55],5.389e-33,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Gly,1.46 [1.40-1.53],6.881e-52,***,Glycine
HDL-PL,1.46 [1.38-1.53],6.155e-41,***,Phospholipids in HDL
M-HDL-CE,1.45 [1.38-1.53],2.432e-39,***,Cholesteryl Esters in Medium HDL
M-HDL-C,1.45 [1.38-1.53],4.351e-39,***,Cholesterol in Medium HDL
Omega-6%,1.44 [1.35-1.53],3.403e-25,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-C%,1.43 [1.34-1.52],6.175e-21,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC,1.43 [1.36-1.50],7.637e-38,***,Free Cholesterol in Very Large HDL
M-HDL-CE%,1.41 [1.33-1.50],6.378e-23,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-FC,1.41 [1.34-1.48],2.250e-34,***,Free Cholesterol in Medium HDL
ApoA1,1.40 [1.32-1.47],4.985e-30,***,Apolipoprotein A1
M-VLDL-C%,1.39 [1.31-1.49],4.148e-18,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-P,1.39 [1.32-1.46],3.705e-31,***,Concentration of Medium HDL Particles
PUFA%,1.38 [1.30-1.47],3.487e-19,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,1.38 [1.31-1.45],1.666e-32,***,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-L,1.38 [1.31-1.45],3.901e-28,***,Total-Lipids in Medium HDL
XL-VLDL-CE%,1.35 [1.28-1.42],9.576e-25,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-LDL-FC%,1.33 [1.25-1.42],1.114e-13,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-C%,1.33 [1.27-1.40],6.663e-23,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-PL,1.33 [1.26-1.40],5.280e-23,***,Phospholipids in Medium HDL
XXL-VLDL-FC%,1.32 [1.26-1.38],2.699e-27,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,1.32 [1.25-1.39],1.116e-20,***,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-CE%,1.31 [1.24-1.38],2.356e-15,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
LA%,1.29 [1.21-1.37],2.524e-10,***,Linoleic Acid to Total-Fatty Acids percentage
LDL-size,1.28 [1.21-1.35],1.752e-12,***,Average Diameter for LDL Particles
HDL-P,1.24 [1.18-1.31],2.991e-10,***,Concentration of HDL Particles
S-VLDL-FC%,1.24 [1.17-1.32],1.430e-07,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,1.23 [1.16-1.31],1.560e-06,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XXL-VLDL-C%,1.23 [1.17-1.29],3.621e-12,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-PL%,1.22 [1.15-1.29],1.639e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-C%,1.21 [1.14-1.29],2.842e-04,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,1.21 [1.14-1.28],8.346e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Unsaturation,1.20 [1.14-1.27],4.855e-05,***,Degree of Unsaturation
XL-VLDL-FC%,1.20 [1.14-1.27],3.030e-07,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
DHA%,1.19 [1.13-1.26],1.580e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-P,1.18 [1.12-1.25],4.072e-04,***,Total-Concentration of Lipoprotein Particles
Pyruvate,1.18 [1.12-1.23],1.244e-06,***,Pyruvate
S-HDL-FC%,1.16 [1.10-1.22],0.013,*,Free Cholesterol to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,1.16 [1.10-1.22],0.016,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-PL%,0.89 [0.85-0.93],0.045,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-TG%,0.88 [0.84-0.92],8.440e-04,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
GlycA,0.86 [0.82-0.91],0.048,*,Glycoprotein Acetyls
PUFA,0.85 [0.81-0.90],0.002,**,Polyunsaturated Fatty Acids
HDL-TG,0.85 [0.81-0.90],0.004,**,Triglycerides in HDL
His,0.85 [0.81-0.90],1.195e-04,***,Histidine
XS-VLDL-P,0.85 [0.80-0.90],0.030,*,Concentration of Very Small VLDL Particles
LDL-FC,0.85 [0.80-0.90],0.002,**,Free Cholesterol in LDL
M-VLDL-CE,0.84 [0.79-0.89],0.004,**,Cholesteryl Esters in Medium VLDL
IDL-P,0.84 [0.79-0.89],0.004,**,Concentration of IDL Particles
XS-VLDL-PL%,0.84 [0.79-0.88],3.608e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-L,0.84 [0.79-0.88],3.238e-05,***,Total-Lipids in Lipoprotein Particles
L-LDL-CE%,0.84 [0.79-0.88],6.543e-07,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-VLDL-TG%,0.83 [0.80-0.87],1.282e-09,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-C,0.83 [0.79-0.88],3.606e-05,***,Cholesterol in Large LDL
L-HDL-PL%,0.83 [0.78-0.88],7.182e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-L,0.82 [0.78-0.87],9.544e-07,***,Total-Lipids in Large LDL
XL-VLDL-PL%,0.82 [0.78-0.85],4.159e-17,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-PL,0.82 [0.77-0.86],7.487e-07,***,Phospholipids in Large LDL
L-VLDL-FC%,0.81 [0.78-0.85],3.288e-12,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-CE,0.81 [0.77-0.86],8.869e-08,***,Cholesteryl Esters in Large LDL
Clinical LDL-C,0.81 [0.77-0.85],1.081e-08,***,Clinical LDL Cholesterol
Albumin,0.81 [0.77-0.85],5.017e-12,***,Albumin
Omega-3,0.81 [0.76-0.86],8.407e-07,***,Omega-3 Fatty Acids
IDL-TG%,0.80 [0.76-0.85],3.338e-08,***,Triglycerides to Total-Lipids in IDL percentage
Ala,0.80 [0.76-0.84],9.996e-11,***,Alanine
SFA,0.80 [0.76-0.84],1.258e-10,***,Saturated Fatty Acids
Gln,0.80 [0.76-0.84],8.420e-14,***,Glutamine
IDL-TG,0.80 [0.75-0.85],1.279e-08,***,Triglycerides in IDL
S-LDL-TG%,0.80 [0.75-0.84],5.111e-10,***,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-FC,0.79 [0.75-0.84],1.293e-10,***,Free Cholesterol in Small LDL
Remnant-C,0.79 [0.75-0.84],1.945e-10,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.79 [0.74-0.83],2.992e-12,***,Total-Cholesterol Minus HDL-C
Total-FA,0.78 [0.74-0.83],4.271e-14,***,Total-Fatty Acids
LDL-C,0.78 [0.74-0.83],5.309e-13,***,LDL Cholesterol
M-LDL-FC,0.78 [0.73-0.82],4.791e-13,***,Free Cholesterol in Medium LDL
M-VLDL-TG%,0.77 [0.73-0.82],2.087e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
LDL-L,0.77 [0.73-0.82],3.141e-15,***,Total-Lipids in LDL
Sc-ala,0.77 [0.73-0.81],1.190e-17,***,Spectrometer-corrected alanine
M-VLDL-C,0.76 [0.72-0.81],1.855e-13,***,Cholesterol in Medium VLDL
LDL-PL,0.76 [0.72-0.81],1.481e-15,***,Phospholipids in LDL
LDL-CE,0.76 [0.72-0.80],3.599e-17,***,Cholesteryl Esters in LDL
L-VLDL-PL%,0.76 [0.73-0.79],1.107e-36,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-P,0.75 [0.71-0.80],4.406e-15,***,Concentration of Large LDL Particles
S-LDL-CE%,0.75 [0.71-0.79],1.063e-23,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,0.75 [0.71-0.79],1.035e-18,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG,0.74 [0.70-0.79],3.099e-16,***,Triglycerides in Large LDL
XS-VLDL-TG,0.74 [0.70-0.79],7.075e-17,***,Triglycerides in Very Small VLDL
ApoB,0.73 [0.69-0.77],1.358e-21,***,Apolipoprotein B
M-LDL-CE%,0.73 [0.69-0.77],1.912e-30,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
MUFA,0.72 [0.68-0.76],9.235e-27,***,Monounsaturated Fatty Acids
S-LDL-PL,0.72 [0.68-0.76],7.049e-24,***,Phospholipids in Small LDL
LDL-P,0.71 [0.67-0.76],3.670e-23,***,Concentration of LDL Particles
VLDL-CE,0.71 [0.67-0.75],4.363e-26,***,Cholesteryl Esters in VLDL
M-LDL-C,0.70 [0.66-0.74],4.901e-30,***,Cholesterol in Medium LDL
LDL-TG,0.70 [0.66-0.75],1.158e-23,***,Triglycerides in LDL
S-VLDL-FC,0.70 [0.66-0.74],6.582e-26,***,Free Cholesterol in Small VLDL
M-LDL-L,0.70 [0.66-0.74],6.344e-32,***,Total-Lipids in Medium LDL
M-HDL-TG%,0.70 [0.66-0.74],5.903e-36,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL,0.70 [0.66-0.74],1.364e-30,***,Phospholipids in Medium LDL
S-LDL-C,0.69 [0.66-0.74],5.042e-30,***,Cholesterol in Small LDL
S-LDL-L,0.69 [0.65-0.73],4.677e-32,***,Total-Lipids in Small LDL
M-VLDL-FC,0.69 [0.65-0.73],3.250e-29,***,Free Cholesterol in Medium VLDL
M-HDL-PL%,0.68 [0.64-0.73],5.894e-28,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-CE,0.68 [0.64-0.72],7.125e-36,***,Cholesteryl Esters in Medium LDL
S-VLDL-C,0.67 [0.64-0.72],1.572e-32,***,Cholesterol in Small VLDL
VLDL-C,0.67 [0.64-0.71],5.951e-36,***,VLDL Cholesterol
XL-HDL-C%,0.67 [0.64-0.71],5.579e-39,***,Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-P,0.67 [0.63-0.71],4.069e-33,***,Concentration of Medium LDL Particles
S-LDL-CE,0.67 [0.63-0.71],2.820e-36,***,Cholesteryl Esters in Small LDL
S-LDL-P,0.67 [0.63-0.71],1.021e-33,***,Concentration of Small LDL Particles
MUFA%,0.67 [0.63-0.71],1.289e-39,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-PL,0.66 [0.62-0.70],2.154e-36,***,Phospholipids in Medium VLDL
S-VLDL-PL,0.66 [0.62-0.70],5.497e-36,***,Phospholipids in Small VLDL
S-VLDL-CE,0.66 [0.62-0.70],1.340e-35,***,Cholesteryl Esters in Small VLDL
M-LDL-TG,0.65 [0.61-0.70],6.520e-32,***,Triglycerides in Medium LDL
VLDL-P,0.65 [0.61-0.69],1.521e-36,***,Concentration of VLDL Particles
S-HDL-TG%,0.65 [0.61-0.69],1.094e-47,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,0.65 [0.61-0.68],5.789e-49,***,Triglycerides to Total-Lipids in Large HDL percentage
M-VLDL-L,0.65 [0.61-0.68],1.412e-45,***,Total-Lipids in Medium VLDL
M-VLDL-P,0.64 [0.60-0.68],3.596e-40,***,Concentration of Medium VLDL Particles
Ile,0.64 [0.60-0.68],5.632e-40,***,Isoleucine
S-HDL-TG,0.64 [0.60-0.68],1.704e-38,***,Triglycerides in Small HDL
S-VLDL-L,0.64 [0.60-0.68],3.458e-45,***,Total-Lipids in Small VLDL
S-VLDL-TG,0.63 [0.60-0.67],9.878e-43,***,Triglycerides in Small VLDL
ApoB/ApoA1,0.63 [0.59-0.67],1.980e-52,***,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-FC,0.63 [0.59-0.67],2.627e-47,***,Free Cholesterol in VLDL
VLDL-L,0.62 [0.59-0.66],4.967e-56,***,Total-Lipids in VLDL
VLDL-PL,0.62 [0.59-0.66],3.024e-50,***,Phospholipids in VLDL
Total-TG,0.62 [0.59-0.66],3.370e-50,***,Total-Triglycerides
S-VLDL-P,0.62 [0.58-0.66],4.544e-46,***,Concentration of Small VLDL Particles
S-LDL-TG,0.61 [0.57-0.65],1.761e-40,***,Triglycerides in Small LDL
Val,0.61 [0.57-0.64],3.324e-57,***,Valine
L-VLDL-CE,0.61 [0.57-0.65],1.955e-52,***,Cholesteryl Esters in Large VLDL
Leu,0.61 [0.57-0.64],9.202e-55,***,Leucine
M-VLDL-TG,0.60 [0.57-0.64],1.865e-53,***,Triglycerides in Medium VLDL
Total-BCAA,0.60 [0.57-0.64],5.043e-59,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
VLDL-TG,0.60 [0.56-0.63],2.440e-57,***,Triglycerides in VLDL
VLDL-size,0.59 [0.56-0.63],1.084e-76,***,Average Diameter for VLDL Particles
XL-VLDL-CE,0.59 [0.55-0.63],4.434e-58,***,Cholesteryl Esters in Very Large VLDL
XXL-VLDL-FC,0.58 [0.55-0.63],1.346e-47,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
