Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.66 [1.47-1.86],8.812e-12,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-FC%,1.58 [1.44-1.74],6.499e-16,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,1.56 [1.44-1.69],2.651e-21,***,Total-Lipids in Large HDL
L-HDL-PL,1.54 [1.42-1.67],3.211e-21,***,Phospholipids in Large HDL
HDL-size,1.53 [1.41-1.66],8.952e-20,***,Average Diameter for HDL Particles
HDL-L,1.53 [1.40-1.66],8.433e-18,***,Total-Lipids in HDL
L-HDL-C,1.52 [1.40-1.64],3.369e-19,***,Cholesterol in Large HDL
HDL-PL,1.51 [1.39-1.64],1.769e-17,***,Phospholipids in HDL
HDL-C,1.51 [1.39-1.64],5.727e-17,***,HDL Cholesterol
HDL-FC,1.51 [1.39-1.63],6.838e-19,***,Free Cholesterol in HDL
L-HDL-CE,1.50 [1.39-1.63],1.844e-18,***,Cholesteryl Esters in Large HDL
L-HDL-FC,1.50 [1.39-1.62],3.823e-20,***,Free Cholesterol in Large HDL
HDL-CE,1.49 [1.37-1.62],7.308e-16,***,Cholesteryl Esters in HDL
L-HDL-P,1.49 [1.38-1.61],6.958e-20,***,Concentration of Large HDL Particles
ApoA1,1.46 [1.35-1.59],3.252e-14,***,Apolipoprotein A1
L-HDL-FC%,1.46 [1.31-1.62],5.411e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-FC,1.46 [1.34-1.57],2.529e-15,***,Free Cholesterol in Medium HDL
Gly,1.45 [1.34-1.56],1.316e-16,***,Glycine
XL-HDL-PL,1.44 [1.34-1.56],6.516e-16,***,Phospholipids in Very Large HDL
M-HDL-L,1.44 [1.33-1.56],6.508e-13,***,Total-Lipids in Medium HDL
XL-HDL-L,1.44 [1.33-1.56],3.779e-15,***,Total-Lipids in Very Large HDL
M-HDL-C,1.44 [1.33-1.56],6.290e-13,***,Cholesterol in Medium HDL
PC,1.43 [1.31-1.56],5.601e-11,***,Phosphatidylcholines
XL-HDL-CE,1.43 [1.32-1.54],2.178e-14,***,Cholesteryl Esters in Very Large HDL
M-HDL-P,1.43 [1.32-1.54],1.483e-13,***,Concentration of Medium HDL Particles
M-HDL-CE,1.42 [1.31-1.55],4.235e-12,***,Cholesteryl Esters in Medium HDL
M-HDL-PL,1.42 [1.31-1.54],3.209e-12,***,Phospholipids in Medium HDL
XL-HDL-C,1.41 [1.31-1.53],3.821e-13,***,Cholesterol in Very Large HDL
XL-HDL-P,1.41 [1.31-1.52],6.956e-14,***,Concentration of Very Large HDL Particles
Cholines,1.40 [1.29-1.53],2.222e-09,***,Total-Cholines
Phosphoglyc,1.39 [1.28-1.51],9.166e-09,***,Phosphoglycerides
S-HDL-PL%,1.37 [1.26-1.49],1.819e-08,***,Phospholipids to Total-Lipids in Small HDL percentage
SM,1.37 [1.26-1.49],3.120e-08,***,Sphingomyelins
HDL-P,1.35 [1.25-1.46],3.310e-08,***,Concentration of HDL Particles
Total-P,1.35 [1.24-1.46],1.448e-07,***,Total-Concentration of Lipoprotein Particles
Total-PL,1.34 [1.23-1.46],3.961e-06,***,Total-Phospholipids in Lipoprotein Particles
XL-HDL-FC,1.33 [1.23-1.44],4.572e-07,***,Free Cholesterol in Very Large HDL
L-VLDL-CE%,1.33 [1.21-1.45],6.189e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-HDL-C%,1.32 [1.19-1.46],0.039,*,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-CE,1.31 [1.21-1.42],1.186e-05,***,Cholesteryl Esters in Very Small VLDL
XS-VLDL-CE%,1.31 [1.19-1.44],0.007,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-HDL-TG,1.31 [1.21-1.41],1.103e-06,***,Triglycerides in Large HDL
XS-VLDL-C,1.29 [1.19-1.40],1.510e-04,***,Cholesterol in Very Small VLDL
M-VLDL-C%,1.29 [1.17-1.42],0.042,*,Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,1.28 [1.17-1.41],0.049,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-FC%,1.28 [1.16-1.40],0.044,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,1.27 [1.16-1.39],0.049,*,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-PL,1.26 [1.16-1.37],0.005,**,Phospholipids in IDL
IDL-L,1.26 [1.16-1.37],0.017,*,Total-Lipids in IDL
IDL-CE,1.25 [1.15-1.37],0.029,*,Cholesteryl Esters in IDL
IDL-C,1.25 [1.15-1.37],0.034,*,Cholesterol in IDL
XL-VLDL-FC%,1.24 [1.15-1.35],0.041,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-FC%,1.24 [1.15-1.34],0.011,*,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-TG%,0.78 [0.72-0.85],0.006,**,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-HDL-TG%,0.77 [0.70-0.85],0.006,**,Triglycerides to Total-Lipids in Very Large HDL percentage
Leu,0.76 [0.69-0.83],9.497e-04,***,Leucine
VLDL-size,0.72 [0.66-0.78],2.341e-08,***,Average Diameter for VLDL Particles
TG/PG,0.71 [0.65-0.78],1.335e-07,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,0.68 [0.62-0.75],2.497e-10,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,0.59 [0.53-0.65],4.411e-22,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.55 [0.50-0.60],1.953e-30,***,Creatinine
