Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.92 [1.69-2.18],5.197e-18,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-C,1.69 [1.55-1.84],3.135e-27,***,Cholesterol in Large HDL
L-HDL-CE,1.69 [1.55-1.84],2.739e-27,***,Cholesteryl Esters in Large HDL
L-HDL-L,1.68 [1.54-1.84],2.945e-26,***,Total-Lipids in Large HDL
L-HDL-C%,1.68 [1.47-1.91],2.212e-09,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-FC%,1.67 [1.48-1.88],7.126e-12,***,Free Cholesterol to Total-Lipids in Large LDL percentage
HDL-size,1.66 [1.53-1.80],1.276e-27,***,Average Diameter for HDL Particles
L-HDL-PL,1.64 [1.51-1.79],5.539e-25,***,Phospholipids in Large HDL
XS-VLDL-CE%,1.63 [1.45-1.84],1.178e-10,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-HDL-FC,1.62 [1.49-1.76],3.052e-25,***,Free Cholesterol in Large HDL
L-HDL-P,1.61 [1.48-1.75],1.378e-24,***,Concentration of Large HDL Particles
XL-HDL-CE,1.59 [1.47-1.73],1.195e-22,***,Cholesteryl Esters in Very Large HDL
M-HDL-C%,1.59 [1.43-1.78],2.026e-11,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-FC%,1.58 [1.43-1.75],1.947e-13,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-PL,1.58 [1.46-1.71],1.721e-23,***,Phospholipids in Very Large HDL
XL-HDL-L,1.58 [1.45-1.71],5.134e-22,***,Total-Lipids in Very Large HDL
XL-HDL-C,1.58 [1.45-1.71],1.946e-21,***,Cholesterol in Very Large HDL
L-HDL-CE%,1.57 [1.38-1.79],8.744e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
HDL-CE,1.57 [1.44-1.73],7.084e-17,***,Cholesteryl Esters in HDL
M-VLDL-CE%,1.57 [1.39-1.78],2.254e-07,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
HDL-C,1.57 [1.43-1.72],1.492e-16,***,HDL Cholesterol
XS-VLDL-C%,1.56 [1.39-1.75],1.098e-08,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-FC%,1.56 [1.40-1.74],2.124e-10,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC%,1.51 [1.35-1.70],2.262e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-P,1.50 [1.39-1.63],3.197e-17,***,Concentration of Very Large HDL Particles
Omega-6%,1.50 [1.35-1.67],3.689e-08,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Gly,1.49 [1.38-1.61],2.494e-18,***,Glycine
HDL-FC,1.49 [1.36-1.63],8.209e-14,***,Free Cholesterol in HDL
PUFA/MUFA,1.49 [1.35-1.64],4.998e-10,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-VLDL-C%,1.48 [1.32-1.66],3.190e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-FC,1.48 [1.36-1.60],1.990e-14,***,Free Cholesterol in Very Large HDL
HDL-L,1.47 [1.35-1.61],6.874e-12,***,Total-Lipids in HDL
M-HDL-CE%,1.46 [1.31-1.62],1.030e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
HDL-PL,1.43 [1.31-1.57],1.861e-10,***,Phospholipids in HDL
PUFA%,1.43 [1.29-1.59],8.135e-06,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE,1.43 [1.31-1.56],5.605e-10,***,Cholesteryl Esters in Medium HDL
M-HDL-C,1.43 [1.31-1.56],7.169e-10,***,Cholesterol in Medium HDL
S-LDL-FC%,1.41 [1.26-1.58],4.198e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-CE%,1.40 [1.28-1.52],1.847e-08,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-HDL-FC,1.39 [1.28-1.52],1.260e-08,***,Free Cholesterol in Medium HDL
IDL-CE%,1.39 [1.25-1.55],2.557e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,1.39 [1.24-1.55],0.002,**,Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-C%,1.38 [1.27-1.51],4.348e-08,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
ApoA1,1.37 [1.26-1.50],8.005e-07,***,Apolipoprotein A1
M-HDL-P,1.37 [1.25-1.49],2.733e-07,***,Concentration of Medium HDL Particles
L-VLDL-CE%,1.36 [1.24-1.50],6.619e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-PL%,1.35 [1.25-1.47],2.167e-07,***,Phospholipids to Total-Lipids in Small HDL percentage
