Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.29 [1.23-1.35],8.005e-21,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.28 [1.22-1.35],3.487e-18,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.27 [1.21-1.33],2.972e-17,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.26 [1.20-1.33],5.182e-14,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.26 [1.20-1.32],1.730e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.25 [1.19-1.32],1.492e-13,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.24 [1.18-1.30],1.007e-12,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.24 [1.18-1.30],2.599e-12,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.18 [1.12-1.25],0.001,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,1.17 [1.12-1.23],1.229e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.17 [1.11-1.23],6.134e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-PL%,1.16 [1.11-1.22],5.403e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,0.88 [0.84-0.92],0.003,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
HDL-PL,0.88 [0.83-0.92],0.040,*,Phospholipids in HDL
L-VLDL-CE%,0.87 [0.83-0.92],0.009,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-PL,0.87 [0.83-0.91],0.008,**,Phospholipids in Small HDL
XL-VLDL-FC%,0.87 [0.82-0.91],0.016,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-FC,0.87 [0.82-0.91],0.008,**,Free Cholesterol in Medium HDL
HDL-CE,0.86 [0.82-0.91],0.006,**,Cholesteryl Esters in HDL
S-HDL-CE,0.86 [0.82-0.91],9.543e-04,***,Cholesteryl Esters in Small HDL
HDL-L,0.86 [0.82-0.91],0.002,**,Total-Lipids in HDL
S-HDL-L,0.86 [0.82-0.90],4.823e-04,***,Total-Lipids in Small HDL
L-VLDL-C,0.86 [0.82-0.91],0.002,**,Cholesterol in Large VLDL
XL-VLDL-CE%,0.86 [0.82-0.90],0.001,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C,0.86 [0.82-0.90],0.001,**,Cholesterol in Very Large VLDL
XL-VLDL-C%,0.86 [0.82-0.90],0.001,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
ApoA1,0.86 [0.82-0.90],3.899e-04,***,Apolipoprotein A1
S-VLDL-P,0.86 [0.82-0.90],8.532e-04,***,Concentration of Small VLDL Particles
M-LDL-CE%,0.86 [0.82-0.90],1.145e-04,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-HDL-FC%,0.86 [0.82-0.89],5.392e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-C,0.86 [0.81-0.90],7.067e-04,***,HDL Cholesterol
XS-VLDL-FC%,0.85 [0.81-0.89],1.360e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-C,0.85 [0.81-0.89],1.274e-05,***,Cholesterol in Small HDL
VLDL-L,0.85 [0.81-0.89],3.450e-05,***,Total-Lipids in VLDL
XL-HDL-CE,0.85 [0.80-0.90],0.002,**,Cholesteryl Esters in Very Large HDL
S-HDL-FC%,0.85 [0.80-0.89],3.137e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-C,0.85 [0.80-0.89],5.623e-04,***,Cholesterol in Very Large HDL
XL-HDL-FC,0.85 [0.80-0.89],1.600e-04,***,Free Cholesterol in Very Large HDL
S-HDL-P,0.84 [0.80-0.89],2.004e-06,***,Concentration of Small HDL Particles
S-VLDL-CE%,0.84 [0.80-0.88],3.111e-08,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-L,0.84 [0.80-0.88],1.153e-06,***,Total-Lipids in Small VLDL
XL-HDL-P,0.84 [0.79-0.88],6.970e-05,***,Concentration of Very Large HDL Particles
HDL-P,0.84 [0.79-0.88],4.590e-07,***,Concentration of HDL Particles
L-VLDL-CE,0.83 [0.79-0.88],8.138e-07,***,Cholesteryl Esters in Large VLDL
HDL-FC,0.83 [0.79-0.88],2.124e-06,***,Free Cholesterol in HDL
M-VLDL-CE%,0.83 [0.80-0.87],3.407e-13,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-FC,0.83 [0.79-0.87],2.246e-08,***,Free Cholesterol in Small HDL
LA%,0.83 [0.79-0.87],1.017e-08,***,Linoleic Acid to Total-Fatty Acids percentage
XL-VLDL-CE,0.83 [0.79-0.87],1.880e-07,***,Cholesteryl Esters in Very Large VLDL
S-LDL-CE%,0.83 [0.79-0.87],2.907e-09,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
ApoB/ApoA1,0.83 [0.79-0.87],3.221e-08,***,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-PL,0.83 [0.79-0.87],5.111e-08,***,Phospholipids in VLDL
L-LDL-FC%,0.82 [0.79-0.86],2.655e-11,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-FC%,0.82 [0.78-0.86],1.159e-10,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
SFA,0.82 [0.78-0.86],7.117e-10,***,Saturated Fatty Acids
M-VLDL-C%,0.82 [0.78-0.85],2.748e-14,***,Cholesterol to Total-Lipids in Medium VLDL percentage
Total-FA,0.82 [0.78-0.86],4.703e-11,***,Total-Fatty Acids
VLDL-P,0.81 [0.77-0.85],2.107e-10,***,Concentration of VLDL Particles
S-VLDL-C%,0.81 [0.77-0.85],2.381e-14,***,Cholesterol to Total-Lipids in Small VLDL percentage
Total-P,0.81 [0.77-0.85],4.571e-12,***,Total-Concentration of Lipoprotein Particles
XS-VLDL-PL,0.81 [0.77-0.85],1.356e-11,***,Phospholipids in Very Small VLDL
VLDL-FC,0.81 [0.77-0.85],1.382e-11,***,Free Cholesterol in VLDL
M-VLDL-FC%,0.80 [0.77-0.84],1.618e-16,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-CE,0.80 [0.76-0.84],1.463e-12,***,Cholesteryl Esters in Small VLDL
M-VLDL-L,0.80 [0.76-0.84],2.033e-13,***,Total-Lipids in Medium VLDL
M-LDL-C%,0.79 [0.76-0.83],9.837e-21,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.79 [0.76-0.83],5.713e-18,***,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-PL,0.79 [0.75-0.83],4.165e-14,***,Phospholipids in Small VLDL
Phosphoglyc,0.79 [0.75-0.83],1.302e-16,***,Phosphoglycerides
M-VLDL-PL%,0.79 [0.75-0.82],4.685e-21,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-L,0.79 [0.75-0.83],4.912e-16,***,Total-Lipids in Very Small VLDL
S-VLDL-C,0.78 [0.75-0.83],1.665e-15,***,Cholesterol in Small VLDL
XS-VLDL-C%,0.78 [0.75-0.82],2.364e-21,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
PC,0.78 [0.75-0.82],8.061e-18,***,Phosphatidylcholines
XS-VLDL-CE%,0.78 [0.75-0.82],6.140e-22,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.78 [0.75-0.82],4.926e-22,***,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-FC%,0.78 [0.75-0.82],2.162e-20,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.78 [0.74-0.82],8.647e-19,***,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-P,0.78 [0.74-0.82],2.853e-16,***,Concentration of Very Small VLDL Particles
IDL-C%,0.78 [0.75-0.81],1.322e-23,***,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-P,0.78 [0.74-0.82],7.725e-16,***,Concentration of Medium VLDL Particles
PUFA,0.78 [0.74-0.82],2.625e-19,***,Polyunsaturated Fatty Acids
XS-VLDL-FC,0.78 [0.74-0.82],3.670e-17,***,Free Cholesterol in Very Small VLDL
Cholines,0.78 [0.74-0.81],2.484e-20,***,Total-Cholines
VLDL-C,0.77 [0.74-0.81],1.167e-18,***,VLDL Cholesterol
M-VLDL-PL,0.77 [0.73-0.81],4.766e-18,***,Phospholipids in Medium VLDL
S-LDL-P,0.77 [0.73-0.81],1.022e-18,***,Concentration of Small LDL Particles
