Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,2.30 [2.24-2.35],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,2.28 [2.22-2.34],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,2.26 [2.20-2.32],0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,2.16 [2.09-2.24],0.000e+00,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,2.11 [2.07-2.16],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.96 [1.92-2.01],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.84 [1.80-1.88],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.82 [1.78-1.86],0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.77 [1.73-1.81],0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.57 [1.54-1.61],0.000e+00,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-FC%,1.57 [1.53-1.60],0.000e+00,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-TG%,1.57 [1.53-1.60],0.000e+00,***,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-PL%,1.54 [1.51-1.58],2.851e-294,***,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.53 [1.49-1.57],2.881e-237,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.46 [1.43-1.49],6.070e-238,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,1.46 [1.42-1.50],3.469e-176,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,1.44 [1.41-1.48],3.724e-182,***,Phospholipids to Total-Lipids in Medium LDL percentage
Creatinine,1.39 [1.36-1.42],4.369e-210,***,Creatinine
MUFA%,1.29 [1.26-1.32],1.042e-89,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,1.25 [1.22-1.28],1.035e-73,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.24 [1.21-1.27],1.529e-66,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.23 [1.20-1.26],1.217e-59,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.22 [1.19-1.25],2.472e-57,***,Triglycerides to Phosphoglycerides ratio
Sc-ala,1.22 [1.19-1.24],5.597e-61,***,Spectrometer-corrected alanine
Leu,1.22 [1.19-1.24],1.598e-65,***,Leucine
