Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.63 [1.49-1.78],6.944e-21,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-FC%,1.54 [1.43-1.66],3.003e-25,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,1.50 [1.41-1.60],2.432e-31,***,Total-Lipids in Large HDL
L-HDL-PL,1.49 [1.40-1.58],1.694e-31,***,Phospholipids in Large HDL
HDL-C,1.47 [1.38-1.57],2.214e-26,***,HDL Cholesterol
HDL-L,1.47 [1.38-1.57],4.112e-26,***,Total-Lipids in HDL
L-HDL-C,1.47 [1.38-1.56],4.912e-28,***,Cholesterol in Large HDL
HDL-size,1.47 [1.38-1.56],3.549e-28,***,Average Diameter for HDL Particles
HDL-CE,1.46 [1.37-1.56],3.848e-25,***,Cholesteryl Esters in HDL
L-HDL-CE,1.46 [1.37-1.55],6.865e-27,***,Cholesteryl Esters in Large HDL
HDL-FC,1.45 [1.37-1.54],2.709e-27,***,Free Cholesterol in HDL
HDL-PL,1.45 [1.36-1.55],1.347e-25,***,Phospholipids in HDL
L-HDL-FC,1.45 [1.36-1.54],1.415e-28,***,Free Cholesterol in Large HDL
L-HDL-FC%,1.45 [1.33-1.57],5.587e-13,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-P,1.43 [1.35-1.52],7.012e-27,***,Concentration of Large HDL Particles
M-HDL-C,1.41 [1.33-1.50],1.800e-21,***,Cholesterol in Medium HDL
M-HDL-FC,1.41 [1.33-1.50],3.513e-23,***,Free Cholesterol in Medium HDL
ApoA1,1.41 [1.32-1.50],1.470e-20,***,Apolipoprotein A1
M-HDL-CE,1.40 [1.32-1.49],1.287e-20,***,Cholesteryl Esters in Medium HDL
M-HDL-L,1.40 [1.31-1.49],6.705e-20,***,Total-Lipids in Medium HDL
XL-HDL-PL,1.38 [1.30-1.47],4.427e-21,***,Phospholipids in Very Large HDL
XL-HDL-L,1.38 [1.30-1.47],2.919e-20,***,Total-Lipids in Very Large HDL
M-HDL-P,1.38 [1.30-1.47],2.639e-20,***,Concentration of Medium HDL Particles
XL-HDL-CE,1.38 [1.30-1.46],7.618e-20,***,Cholesteryl Esters in Very Large HDL
M-HDL-PL,1.37 [1.29-1.46],1.311e-18,***,Phospholipids in Medium HDL
XL-HDL-C,1.36 [1.28-1.45],3.206e-18,***,Cholesterol in Very Large HDL
XL-HDL-P,1.34 [1.26-1.42],9.245e-17,***,Concentration of Very Large HDL Particles
PC,1.33 [1.25-1.42],3.560e-12,***,Phosphatidylcholines
HDL-P,1.31 [1.23-1.40],1.352e-12,***,Concentration of HDL Particles
S-HDL-PL%,1.31 [1.23-1.40],4.957e-12,***,Phospholipids to Total-Lipids in Small HDL percentage
SM,1.31 [1.22-1.40],3.804e-10,***,Sphingomyelins
Cholines,1.31 [1.22-1.40],5.384e-10,***,Total-Cholines
L-HDL-C%,1.31 [1.20-1.42],3.599e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,1.30 [1.21-1.40],2.802e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Total-P,1.30 [1.22-1.38],7.045e-11,***,Total-Concentration of Lipoprotein Particles
M-VLDL-CE%,1.30 [1.20-1.41],3.932e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Phosphoglyc,1.30 [1.21-1.38],2.425e-09,***,Phosphoglycerides
XL-HDL-FC,1.28 [1.21-1.36],4.328e-10,***,Free Cholesterol in Very Large HDL
M-VLDL-C%,1.27 [1.18-1.38],6.884e-05,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,1.27 [1.18-1.37],8.393e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Gly,1.26 [1.19-1.34],1.337e-09,***,Glycine
M-HDL-C%,1.26 [1.17-1.36],9.665e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,1.25 [1.17-1.34],2.522e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Total-PL,1.25 [1.17-1.33],1.894e-05,***,Total-Phospholipids in Lipoprotein Particles
XS-VLDL-CE,1.23 [1.15-1.31],6.977e-05,***,Cholesteryl Esters in Very Small VLDL
LDL-size,1.23 [1.15-1.32],8.252e-04,***,Average Diameter for LDL Particles
M-VLDL-FC%,1.23 [1.14-1.32],0.005,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Unsaturation,1.22 [1.14-1.31],0.003,**,Degree of Unsaturation
XXL-VLDL-FC%,1.21 [1.14-1.29],3.164e-05,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,1.21 [1.13-1.29],0.001,**,Docosahexaenoic Acid
XS-VLDL-C,1.21 [1.13-1.29],0.002,**,Cholesterol in Very Small VLDL
L-HDL-TG,1.21 [1.14-1.28],2.055e-04,***,Triglycerides in Large HDL
DHA%,1.20 [1.12-1.28],0.025,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-VLDL-CE%,1.20 [1.12-1.28],0.016,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-CE,1.19 [1.12-1.28],0.039,*,Cholesteryl Esters in IDL
IDL-PL,1.19 [1.12-1.27],0.031,*,Phospholipids in IDL
S-HDL-FC%,1.19 [1.12-1.27],0.022,*,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-C%,1.19 [1.12-1.27],0.026,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
VLDL-L,0.84 [0.78-0.89],0.032,*,Total-Lipids in VLDL
M-HDL-TG%,0.83 [0.77-0.88],0.002,**,Triglycerides to Total-Lipids in Medium HDL percentage
Ile,0.83 [0.77-0.89],0.028,*,Isoleucine
MUFA%,0.83 [0.77-0.88],0.012,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
