Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.42 [1.36-1.48],1.086e-49,***,Creatinine
XS-VLDL-TG%,1.36 [1.29-1.43],6.380e-28,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,1.35 [1.28-1.41],4.547e-26,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-VLDL-TG%,1.33 [1.27-1.41],6.758e-23,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.33 [1.27-1.40],2.509e-25,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.31 [1.25-1.38],1.697e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.29 [1.22-1.36],4.176e-16,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.27 [1.21-1.34],6.614e-17,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-TG%,1.24 [1.17-1.32],1.080e-07,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.24 [1.18-1.30],4.132e-13,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.23 [1.17-1.29],1.096e-11,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.22 [1.16-1.28],1.482e-09,***,Phospholipids to Total-Lipids in Medium HDL percentage
TG/PG,1.22 [1.16-1.28],1.315e-08,***,Triglycerides to Phosphoglycerides ratio
IDL-PL%,1.21 [1.15-1.27],5.045e-09,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.19 [1.13-1.25],6.815e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.19 [1.13-1.26],1.422e-05,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.18 [1.12-1.24],1.569e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.17 [1.11-1.23],3.047e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,1.16 [1.10-1.22],0.007,**,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.15 [1.10-1.21],0.004,**,Phospholipids to Total-Lipids in Small LDL percentage
MUFA%,1.15 [1.09-1.22],0.030,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,1.15 [1.10-1.21],0.002,**,Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-FC%,0.88 [0.83-0.92],0.021,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.87 [0.82-0.91],0.008,**,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-TG,0.86 [0.82-0.91],0.016,*,Triglycerides in Very Large HDL
MUFA,0.86 [0.82-0.91],0.006,**,Monounsaturated Fatty Acids
XS-VLDL-FC%,0.86 [0.82-0.90],4.209e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-size,0.86 [0.82-0.90],4.882e-04,***,Average Diameter for LDL Particles
M-HDL-C%,0.86 [0.82-0.91],7.513e-04,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-CE%,0.86 [0.82-0.90],6.250e-06,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XL-HDL-PL%,0.85 [0.81-0.89],2.714e-07,***,Phospholipids to Total-Lipids in Very Large HDL percentage
VLDL-FC,0.85 [0.81-0.89],7.234e-05,***,Free Cholesterol in VLDL
M-VLDL-L,0.85 [0.81-0.89],4.166e-05,***,Total-Lipids in Medium VLDL
S-VLDL-CE%,0.84 [0.81-0.88],3.261e-07,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
