Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.62 [1.57-1.68],4.199e-154,***,Creatinine
XL-HDL-FC%,1.61 [1.55-1.68],2.053e-109,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,1.40 [1.34-1.46],4.746e-48,***,Triglycerides to Phosphoglycerides ratio
M-HDL-PL%,1.39 [1.33-1.45],5.104e-50,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.39 [1.33-1.44],1.353e-48,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.36 [1.30-1.42],7.925e-40,***,Triglycerides to Total-Lipids in Medium VLDL percentage
VLDL-size,1.32 [1.26-1.38],1.475e-29,***,Average Diameter for VLDL Particles
XS-VLDL-TG%,1.31 [1.26-1.37],4.695e-31,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-HDL-C%,1.30 [1.25-1.35],1.694e-32,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.28 [1.23-1.34],1.575e-22,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.27 [1.22-1.33],1.441e-21,***,Triglycerides to Total-Lipids in Large HDL percentage
IDL-TG%,1.26 [1.21-1.31],3.654e-23,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.26 [1.21-1.32],9.460e-20,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,1.24 [1.18-1.30],1.169e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Leu,1.23 [1.18-1.28],2.271e-20,***,Leucine
M-LDL-PL%,1.23 [1.18-1.28],2.481e-15,***,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-PL%,1.21 [1.16-1.26],1.479e-14,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-TG%,1.21 [1.16-1.26],1.312e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,1.20 [1.16-1.25],3.266e-13,***,Phospholipids to Total-Lipids in Large HDL percentage
Omega-6/Omega-3,1.20 [1.15-1.25],1.346e-12,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-HDL-TG%,1.20 [1.15-1.26],2.315e-10,***,Triglycerides to Total-Lipids in Medium HDL percentage
Total-BCAA,1.19 [1.14-1.24],9.961e-12,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-PL%,1.18 [1.14-1.23],4.105e-10,***,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-TG%,1.18 [1.13-1.23],6.678e-10,***,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,1.18 [1.13-1.23],1.601e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Val,1.15 [1.11-1.20],5.104e-06,***,Valine
L-VLDL-TG%,1.15 [1.10-1.20],3.521e-05,***,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.15 [1.09-1.20],0.006,**,Phospholipids to Total-Lipids in Large VLDL percentage
S-LDL-TG%,1.15 [1.10-1.20],4.854e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
Ile,1.14 [1.10-1.19],4.844e-06,***,Isoleucine
S-HDL-CE%,1.14 [1.09-1.19],9.869e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.14 [1.09-1.19],8.308e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.12 [1.08-1.17],0.007,**,Apolipoprotein B to Apolipoprotein A1 ratio
His,1.12 [1.08-1.17],0.016,*,Histidine
XXL-VLDL-TG,1.12 [1.07-1.17],0.017,*,Triglycerides in Chylomicrons and Extremely Large VLDL
M-VLDL-L,0.89 [0.86-0.93],0.035,*,Total-Lipids in Medium VLDL
Pyruvate,0.89 [0.85-0.93],0.027,*,Pyruvate
VLDL-FC,0.89 [0.85-0.93],0.010,*,Free Cholesterol in VLDL
PUFA/MUFA,0.89 [0.85-0.93],0.021,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-CE%,0.88 [0.85-0.92],0.002,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Tyr,0.88 [0.85-0.92],0.006,**,Tyrosine
S-VLDL-CE%,0.88 [0.84-0.91],1.399e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-FC%,0.87 [0.83-0.90],3.158e-06,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-C%,0.86 [0.83-0.90],3.425e-05,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-TG,0.86 [0.82-0.90],2.471e-05,***,Triglycerides in Very Small VLDL
M-VLDL-P,0.86 [0.82-0.90],8.766e-07,***,Concentration of Medium VLDL Particles
S-VLDL-CE,0.86 [0.82-0.89],2.787e-07,***,Cholesteryl Esters in Small VLDL
VLDL-P,0.85 [0.81-0.89],6.505e-08,***,Concentration of VLDL Particles
S-LDL-PL,0.85 [0.82-0.89],7.067e-09,***,Phospholipids in Small LDL
Citrate,0.85 [0.81-0.89],2.797e-08,***,Citrate
L-HDL-CE%,0.84 [0.81-0.87],4.788e-13,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LDL-TG,0.84 [0.80-0.88],3.419e-08,***,Triglycerides in LDL
DHA%,0.84 [0.81-0.88],2.211e-10,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
