Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.74 [1.45-2.08],4.563e-04,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-FC%,1.55 [1.34-1.79],6.082e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,1.52 [1.34-1.72],7.831e-06,***,Total-Lipids in Large HDL
L-HDL-PL,1.51 [1.34-1.70],4.692e-06,***,Phospholipids in Large HDL
HDL-size,1.49 [1.32-1.68],2.111e-05,***,Average Diameter for HDL Particles
L-HDL-C,1.47 [1.30-1.66],1.260e-04,***,Cholesterol in Large HDL
HDL-L,1.47 [1.29-1.66],4.840e-04,***,Total-Lipids in HDL
HDL-C,1.46 [1.29-1.66],8.075e-04,***,HDL Cholesterol
L-HDL-CE,1.46 [1.29-1.65],2.827e-04,***,Cholesteryl Esters in Large HDL
HDL-PL,1.46 [1.29-1.65],4.292e-04,***,Phospholipids in HDL
L-HDL-FC,1.45 [1.29-1.63],7.660e-05,***,Free Cholesterol in Large HDL
HDL-FC,1.45 [1.29-1.64],2.932e-04,***,Free Cholesterol in HDL
HDL-CE,1.45 [1.28-1.65],0.002,**,Cholesteryl Esters in HDL
L-HDL-P,1.43 [1.28-1.61],2.772e-04,***,Concentration of Large HDL Particles
M-HDL-FC,1.41 [1.25-1.59],0.002,**,Free Cholesterol in Medium HDL
M-HDL-C,1.41 [1.24-1.59],0.011,*,Cholesterol in Medium HDL
ApoA1,1.40 [1.24-1.58],0.022,*,Apolipoprotein A1
M-HDL-CE,1.40 [1.24-1.58],0.020,*,Cholesteryl Esters in Medium HDL
M-HDL-L,1.40 [1.24-1.58],0.019,*,Total-Lipids in Medium HDL
XL-HDL-PL,1.39 [1.23-1.56],0.009,**,Phospholipids in Very Large HDL
M-HDL-P,1.38 [1.23-1.55],0.016,*,Concentration of Medium HDL Particles
XL-HDL-L,1.38 [1.23-1.55],0.020,*,Total-Lipids in Very Large HDL
M-HDL-PL,1.38 [1.22-1.55],0.026,*,Phospholipids in Medium HDL
XL-HDL-CE,1.37 [1.22-1.54],0.050,*,Cholesteryl Esters in Very Large HDL
L-VLDL-FC%,0.76 [0.68-0.85],0.502,,Free Cholesterol to Total-Lipids in Large VLDL percentage
ApoB/ApoA1,0.73 [0.64-0.83],0.662,,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-C%,0.68 [0.59-0.78],0.008,**,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,0.61 [0.53-0.70],2.983e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.56 [0.48-0.64],6.096e-10,***,Creatinine
