Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-CE%,1.51 [1.31-1.75],0.006,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.48 [1.29-1.69],0.004,**,Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-FC%,1.47 [1.30-1.67],1.886e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,1.45 [1.29-1.63],9.211e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-CE%,1.43 [1.29-1.59],1.419e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
HDL-C,1.42 [1.27-1.58],9.350e-05,***,HDL Cholesterol
HDL-CE,1.42 [1.27-1.58],1.226e-04,***,Cholesteryl Esters in HDL
XL-VLDL-C%,1.41 [1.27-1.57],2.456e-05,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-L,1.41 [1.27-1.57],8.145e-05,***,Total-Lipids in Large HDL
M-VLDL-FC%,1.41 [1.24-1.59],0.030,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-C,1.40 [1.25-1.55],1.986e-04,***,Cholesterol in Large HDL
L-HDL-PL,1.39 [1.25-1.55],1.892e-04,***,Phospholipids in Large HDL
L-HDL-CE,1.39 [1.25-1.55],2.942e-04,***,Cholesteryl Esters in Large HDL
M-VLDL-PL%,1.39 [1.23-1.57],0.048,*,Phospholipids to Total-Lipids in Medium VLDL percentage
HDL-L,1.39 [1.24-1.55],0.001,**,Total-Lipids in HDL
HDL-FC,1.38 [1.24-1.53],4.359e-04,***,Free Cholesterol in HDL
L-VLDL-C%,1.37 [1.22-1.53],0.007,**,Cholesterol to Total-Lipids in Large VLDL percentage
L-HDL-FC,1.37 [1.23-1.51],5.869e-04,***,Free Cholesterol in Large HDL
HDL-size,1.36 [1.22-1.52],0.003,**,Average Diameter for HDL Particles
HDL-PL,1.36 [1.22-1.52],0.004,**,Phospholipids in HDL
M-HDL-C,1.36 [1.22-1.51],0.004,**,Cholesterol in Medium HDL
M-HDL-CE,1.36 [1.22-1.51],0.005,**,Cholesteryl Esters in Medium HDL
L-HDL-P,1.36 [1.22-1.50],0.001,**,Concentration of Large HDL Particles
ApoA1,1.34 [1.21-1.50],0.016,*,Apolipoprotein A1
M-HDL-FC,1.34 [1.21-1.49],0.007,**,Free Cholesterol in Medium HDL
XXL-VLDL-C%,1.33 [1.20-1.47],0.005,**,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE,1.33 [1.20-1.47],0.018,*,Cholesteryl Esters in Very Large HDL
XXL-VLDL-FC%,1.32 [1.20-1.45],0.005,**,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-P,1.32 [1.19-1.46],0.039,*,Concentration of Medium HDL Particles
XL-VLDL-TG%,0.78 [0.71-0.85],0.005,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,0.71 [0.64-0.80],0.001,**,Triglycerides to Total-Lipids in Medium VLDL percentage
Ile,0.71 [0.62-0.81],0.035,*,Isoleucine
Val,0.71 [0.62-0.80],0.005,**,Valine
XL-VLDL-TG,0.70 [0.61-0.80],0.028,*,Triglycerides in Very Large VLDL
XXL-VLDL-L,0.70 [0.61-0.80],0.023,*,Total-Lipids in Chylomicrons and Extremely Large VLDL
Total-BCAA,0.69 [0.61-0.78],5.636e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-TG,0.68 [0.59-0.78],0.008,**,Triglycerides in Chylomicrons and Extremely Large VLDL
VLDL-size,0.67 [0.60-0.75],1.701e-06,***,Average Diameter for VLDL Particles
XL-HDL-FC%,0.67 [0.59-0.76],4.206e-05,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Leu,0.66 [0.58-0.75],2.380e-05,***,Leucine
TG/PG,0.65 [0.57-0.74],2.796e-06,***,Triglycerides to Phosphoglycerides ratio
Creatinine,0.52 [0.45-0.59],1.034e-18,***,Creatinine
