Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,2.17 [1.85-2.55],5.271e-16,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,2.16 [1.74-2.68],5.156e-07,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,2.16 [1.83-2.55],4.286e-14,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,2.08 [1.79-2.41],6.779e-17,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.99 [1.73-2.28],2.602e-17,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.85 [1.62-2.12],1.000e-13,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.85 [1.60-2.13],1.096e-11,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.78 [1.56-2.04],2.442e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.69 [1.48-1.93],7.874e-10,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.64 [1.43-1.89],5.167e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.60 [1.38-1.86],1.210e-04,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-FC%,1.55 [1.34-1.79],6.754e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.52 [1.32-1.74],0.001,**,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-CE%,0.73 [0.65-0.82],0.031,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.69 [0.61-0.78],4.625e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Unsaturation,0.68 [0.59-0.79],0.047,*,Degree of Unsaturation
L-HDL-C%,0.68 [0.60-0.76],3.289e-06,***,Cholesterol to Total-Lipids in Large HDL percentage
SFA,0.67 [0.58-0.78],0.045,*,Saturated Fatty Acids
S-HDL-C,0.67 [0.58-0.77],0.016,*,Cholesterol in Small HDL
S-HDL-P,0.66 [0.57-0.77],0.020,*,Concentration of Small HDL Particles
M-HDL-C,0.66 [0.56-0.77],0.034,*,Cholesterol in Medium HDL
M-HDL-P,0.65 [0.55-0.76],0.041,*,Concentration of Medium HDL Particles
M-VLDL-CE%,0.65 [0.59-0.71],9.295e-16,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
VLDL-FC,0.63 [0.54-0.74],0.006,**,Free Cholesterol in VLDL
Total-FA,0.63 [0.54-0.72],6.596e-05,***,Total-Fatty Acids
HDL-PL,0.62 [0.53-0.73],0.001,**,Phospholipids in HDL
M-VLDL-L,0.62 [0.53-0.73],7.747e-04,***,Total-Lipids in Medium VLDL
L-VLDL-C%,0.62 [0.53-0.72],5.492e-05,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-CE%,0.62 [0.54-0.70],6.964e-09,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-HDL-FC%,0.61 [0.56-0.68],1.451e-17,***,Free Cholesterol to Total-Lipids in Large HDL percentage
VLDL-P,0.61 [0.52-0.72],0.002,**,Concentration of VLDL Particles
S-HDL-FC,0.61 [0.52-0.71],2.143e-05,***,Free Cholesterol in Small HDL
ApoA1,0.61 [0.52-0.71],5.650e-05,***,Apolipoprotein A1
L-LDL-FC%,0.60 [0.53-0.68],4.045e-11,***,Free Cholesterol to Total-Lipids in Large LDL percentage
LA%,0.60 [0.52-0.69],4.339e-08,***,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-FC,0.60 [0.51-0.71],3.293e-04,***,Free Cholesterol in Medium HDL
L-HDL-PL,0.59 [0.49-0.72],0.007,**,Phospholipids in Large HDL
M-LDL-C%,0.59 [0.53-0.66],9.905e-15,***,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-L,0.59 [0.50-0.69],1.128e-05,***,Total-Lipids in HDL
L-VLDL-CE%,0.59 [0.51-0.68],2.281e-07,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-VLDL-C%,0.58 [0.52-0.65],5.994e-17,***,Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-P,0.58 [0.49-0.68],3.203e-06,***,Concentration of HDL Particles
XL-VLDL-FC%,0.58 [0.49-0.68],1.379e-05,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-C%,0.58 [0.51-0.65],8.661e-15,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.57 [0.50-0.64],9.111e-16,***,Cholesterol to Total-Lipids in Large LDL percentage
