Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.69 [1.42-2.00],7.641e-04,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-FC%,1.54 [1.34-1.77],4.141e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,1.49 [1.32-1.68],1.791e-05,***,Total-Lipids in Large HDL
L-HDL-PL,1.48 [1.32-1.67],9.963e-06,***,Phospholipids in Large HDL
HDL-size,1.47 [1.30-1.65],4.024e-05,***,Average Diameter for HDL Particles
HDL-L,1.45 [1.28-1.64],6.360e-04,***,Total-Lipids in HDL
L-HDL-C,1.45 [1.29-1.63],2.781e-04,***,Cholesterol in Large HDL
HDL-C,1.44 [1.28-1.63],0.001,**,HDL Cholesterol
HDL-PL,1.44 [1.28-1.63],5.156e-04,***,Phospholipids in HDL
HDL-FC,1.44 [1.28-1.62],3.275e-04,***,Free Cholesterol in HDL
L-HDL-FC,1.44 [1.28-1.61],1.283e-04,***,Free Cholesterol in Large HDL
L-HDL-CE,1.44 [1.27-1.62],6.462e-04,***,Cholesteryl Esters in Large HDL
HDL-CE,1.43 [1.26-1.62],0.004,**,Cholesteryl Esters in HDL
L-HDL-P,1.42 [1.26-1.59],5.090e-04,***,Concentration of Large HDL Particles
M-HDL-FC,1.40 [1.25-1.57],0.003,**,Free Cholesterol in Medium HDL
M-HDL-C,1.39 [1.23-1.57],0.018,*,Cholesterol in Medium HDL
ApoA1,1.39 [1.23-1.56],0.028,*,Apolipoprotein A1
M-HDL-L,1.38 [1.22-1.56],0.028,*,Total-Lipids in Medium HDL
M-HDL-CE,1.38 [1.22-1.55],0.036,*,Cholesteryl Esters in Medium HDL
XL-HDL-PL,1.38 [1.23-1.54],0.010,*,Phospholipids in Very Large HDL
XL-HDL-L,1.37 [1.22-1.54],0.023,*,Total-Lipids in Very Large HDL
M-HDL-P,1.37 [1.22-1.53],0.025,*,Concentration of Medium HDL Particles
M-HDL-PL,1.37 [1.21-1.53],0.035,*,Phospholipids in Medium HDL
M-LDL-PL%,0.98 [0.86-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,0.76 [0.68-0.85],0.181,,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-C%,0.69 [0.60-0.79],0.014,*,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,0.62 [0.54-0.72],6.448e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.57 [0.49-0.65],8.397e-10,***,Creatinine
