Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.71 [1.52-1.94],8.309e-13,***,Creatinine
XL-HDL-FC%,1.58 [1.37-1.82],7.270e-05,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Gln,1.18 [1.01-1.37],1.000,,Glutamine
M-LDL-PL%,1.10 [0.95-1.27],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,1.05 [0.90-1.22],1.000,,Alanine
L-HDL-FC%,0.73 [0.65-0.82],0.025,*,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-PL,0.69 [0.60-0.79],0.047,*,Total-Phospholipids in Lipoprotein Particles
Phosphoglyc,0.68 [0.59-0.78],0.024,*,Phosphoglycerides
PC,0.67 [0.58-0.78],0.013,*,Phosphatidylcholines
Cholines,0.67 [0.58-0.77],0.008,**,Total-Cholines
ApoA1,0.66 [0.56-0.77],0.019,*,Apolipoprotein A1
S-HDL-FC%,0.64 [0.55-0.75],0.010,*,Free Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-FC%,0.64 [0.56-0.73],1.505e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
SM,0.63 [0.55-0.73],2.202e-04,***,Sphingomyelins
HDL-PL,0.63 [0.54-0.73],0.001,**,Phospholipids in HDL
M-HDL-FC,0.63 [0.53-0.74],0.004,**,Free Cholesterol in Medium HDL
HDL-L,0.62 [0.53-0.73],4.042e-04,***,Total-Lipids in HDL
HDL-CE,0.62 [0.53-0.73],0.001,**,Cholesteryl Esters in HDL
XL-HDL-FC,0.61 [0.51-0.73],0.005,**,Free Cholesterol in Very Large HDL
HDL-C,0.61 [0.52-0.71],2.898e-04,***,HDL Cholesterol
DHA,0.59 [0.50-0.69],1.180e-04,***,Docosahexaenoic Acid
HDL-FC,0.56 [0.48-0.67],8.149e-06,***,Free Cholesterol in HDL
HDL-size,0.56 [0.46-0.67],4.785e-05,***,Average Diameter for HDL Particles
L-HDL-L,0.55 [0.46-0.65],8.542e-06,***,Total-Lipids in Large HDL
L-HDL-CE,0.55 [0.45-0.66],7.230e-05,***,Cholesteryl Esters in Large HDL
L-HDL-PL,0.54 [0.45-0.65],9.677e-06,***,Phospholipids in Large HDL
L-HDL-C,0.54 [0.45-0.65],2.963e-05,***,Cholesterol in Large HDL
XL-HDL-C,0.54 [0.45-0.65],5.020e-05,***,Cholesterol in Very Large HDL
XL-HDL-L,0.54 [0.44-0.65],3.080e-05,***,Total-Lipids in Very Large HDL
XL-HDL-PL,0.53 [0.44-0.65],5.141e-05,***,Phospholipids in Very Large HDL
XL-HDL-P,0.53 [0.43-0.64],3.604e-05,***,Concentration of Very Large HDL Particles
XL-HDL-CE,0.53 [0.43-0.64],2.616e-05,***,Cholesteryl Esters in Very Large HDL
L-HDL-P,0.52 [0.42-0.63],2.031e-05,***,Concentration of Large HDL Particles
L-HDL-FC,0.51 [0.42-0.62],4.300e-06,***,Free Cholesterol in Large HDL
