Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.587 [0.545 - 0.628],0.566 [0.564 - 0.569],0.563 [0.480 - 0.658],0.566 [0.564 - 0.569],0.001 [0.001 - 0.002],0.130 [0.045 - 0.226],0.003 [0.002 - 0.003]
Demographic,0.640 [0.608 - 0.673],0.607 [0.604 - 0.609],0.606 [0.542 - 0.677],0.607 [0.604 - 0.609],0.002 [0.001 - 0.002],0.213 [0.149 - 0.285],0.003 [0.002 - 0.004]
Metabolite+Demographic,0.657 [0.624 - 0.693],0.610 [0.608 - 0.613],0.609 [0.528 - 0.678],0.610 [0.608 - 0.613],0.002 [0.001 - 0.002],0.220 [0.139 - 0.289],0.003 [0.003 - 0.004]
