Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.569 [0.565 - 0.573],0.550 [0.548 - 0.553],0.550 [0.542 - 0.556],0.550 [0.548 - 0.553],0.134 [0.132 - 0.136],0.100 [0.092 - 0.108],0.215 [0.212 - 0.219]
Demographic,0.615 [0.611 - 0.620],0.584 [0.581 - 0.586],0.584 [0.577 - 0.591],0.584 [0.581 - 0.586],0.151 [0.148 - 0.153],0.167 [0.160 - 0.175],0.239 [0.236 - 0.243]
Metabolite+Demographic,0.618 [0.614 - 0.623],0.587 [0.584 - 0.589],0.586 [0.579 - 0.592],0.587 [0.585 - 0.589],0.152 [0.150 - 0.154],0.173 [0.166 - 0.180],0.241 [0.238 - 0.245]
