Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.579 [0.570 - 0.593],0.560 [0.558 - 0.562],0.559 [0.540 - 0.582],0.560 [0.558 - 0.562],0.016 [0.015 - 0.017],0.119 [0.099 - 0.141],0.031 [0.030 - 0.032]
Demographic,0.648 [0.637 - 0.658],0.604 [0.601 - 0.606],0.606 [0.589 - 0.624],0.604 [0.601 - 0.606],0.019 [0.018 - 0.020],0.209 [0.192 - 0.227],0.037 [0.035 - 0.039]
Metabolite+Demographic,0.648 [0.639 - 0.658],0.605 [0.603 - 0.608],0.604 [0.589 - 0.627],0.605 [0.603 - 0.608],0.019 [0.018 - 0.020],0.210 [0.194 - 0.233],0.037 [0.035 - 0.039]
