Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.540 [0.507 - 0.579],0.517 [0.516 - 0.519],0.513 [0.462 - 0.588],0.517 [0.515 - 0.519],0.001 [0.001 - 0.001],0.030 [-0.021 - 0.105],0.002 [0.002 - 0.003]
Demographic,0.629 [0.599 - 0.664],0.590 [0.589 - 0.592],0.591 [0.537 - 0.646],0.590 [0.589 - 0.592],0.002 [0.001 - 0.002],0.182 [0.127 - 0.235],0.003 [0.003 - 0.004]
Metabolite+Demographic,0.637 [0.602 - 0.673],0.612 [0.610 - 0.615],0.609 [0.539 - 0.671],0.612 [0.610 - 0.615],0.002 [0.001 - 0.002],0.222 [0.154 - 0.284],0.004 [0.003 - 0.004]
