Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.581 [0.562 - 0.595],0.557 [0.555 - 0.559],0.558 [0.525 - 0.584],0.557 [0.555 - 0.559],0.007 [0.006 - 0.008],0.114 [0.082 - 0.141],0.014 [0.013 - 0.015]
Demographic,0.615 [0.600 - 0.631],0.571 [0.569 - 0.573],0.568 [0.544 - 0.599],0.571 [0.569 - 0.573],0.007 [0.007 - 0.008],0.139 [0.115 - 0.171],0.015 [0.014 - 0.016]
Metabolite+Demographic,0.620 [0.606 - 0.633],0.592 [0.590 - 0.594],0.588 [0.562 - 0.619],0.592 [0.590 - 0.594],0.008 [0.008 - 0.009],0.180 [0.153 - 0.210],0.016 [0.015 - 0.017]
