Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.535 [0.517 - 0.554],0.531 [0.529 - 0.533],0.529 [0.495 - 0.557],0.531 [0.529 - 0.533],0.004 [0.003 - 0.004],0.060 [0.025 - 0.089],0.007 [0.006 - 0.008]
Demographic,0.676 [0.651 - 0.699],0.639 [0.637 - 0.641],0.634 [0.591 - 0.674],0.639 [0.637 - 0.641],0.006 [0.005 - 0.006],0.274 [0.230 - 0.313],0.011 [0.010 - 0.012]
Metabolite+Demographic,0.669 [0.643 - 0.692],0.638 [0.636 - 0.640],0.637 [0.595 - 0.675],0.638 [0.636 - 0.640],0.006 [0.005 - 0.006],0.277 [0.233 - 0.313],0.011 [0.010 - 0.012]
