Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.559 [0.540 - 0.577],0.551 [0.549 - 0.553],0.556 [0.516 - 0.585],0.551 [0.549 - 0.553],0.004 [0.004 - 0.005],0.107 [0.067 - 0.137],0.008 [0.008 - 0.009]
Demographic,0.688 [0.668 - 0.704],0.644 [0.642 - 0.646],0.649 [0.613 - 0.676],0.644 [0.642 - 0.646],0.006 [0.006 - 0.007],0.292 [0.257 - 0.320],0.012 [0.011 - 0.013]
Metabolite+Demographic,0.685 [0.666 - 0.701],0.637 [0.634 - 0.639],0.642 [0.606 - 0.669],0.637 [0.634 - 0.639],0.006 [0.005 - 0.007],0.279 [0.243 - 0.306],0.012 [0.011 - 0.013]
