Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.619 [0.603 - 0.637],0.588 [0.586 - 0.590],0.587 [0.559 - 0.619],0.588 [0.586 - 0.590],0.006 [0.005 - 0.006],0.174 [0.148 - 0.207],0.011 [0.010 - 0.012]
Demographic,0.712 [0.696 - 0.732],0.650 [0.648 - 0.652],0.648 [0.617 - 0.680],0.650 [0.648 - 0.652],0.007 [0.007 - 0.008],0.299 [0.267 - 0.329],0.015 [0.014 - 0.016]
Metabolite+Demographic,0.714 [0.698 - 0.731],0.645 [0.643 - 0.647],0.644 [0.615 - 0.680],0.645 [0.643 - 0.647],0.007 [0.007 - 0.008],0.289 [0.259 - 0.324],0.014 [0.013 - 0.016]
