Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.589 [0.572 - 0.604],0.558 [0.556 - 0.560],0.558 [0.530 - 0.583],0.558 [0.556 - 0.560],0.009 [0.009 - 0.010],0.116 [0.088 - 0.142],0.018 [0.017 - 0.019]
Demographic,0.653 [0.639 - 0.667],0.612 [0.610 - 0.615],0.613 [0.589 - 0.635],0.612 [0.610 - 0.615],0.012 [0.011 - 0.012],0.225 [0.201 - 0.246],0.023 [0.022 - 0.024]
Metabolite+Demographic,0.652 [0.636 - 0.664],0.610 [0.608 - 0.612],0.611 [0.584 - 0.633],0.610 [0.608 - 0.612],0.011 [0.011 - 0.012],0.222 [0.195 - 0.243],0.023 [0.022 - 0.024]
