Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.472 [0.426 - 0.530],0.490 [0.488 - 0.493],0.492 [0.404 - 0.606],0.490 [0.488 - 0.493],0.001 [0.000 - 0.001],-0.019 [-0.106 - 0.097],0.001 [0.001 - 0.002]
Demographic,0.427 [0.378 - 0.480],0.440 [0.437 - 0.442],0.440 [0.344 - 0.520],0.440 [0.437 - 0.442],0.000 [0.000 - 0.001],-0.120 [-0.217 - -0.039],0.001 [0.001 - 0.001]
Metabolite+Demographic,0.473 [0.428 - 0.532],0.492 [0.490 - 0.494],0.492 [0.406 - 0.594],0.492 [0.490 - 0.494],0.001 [0.000 - 0.001],-0.017 [-0.102 - 0.087],0.001 [0.001 - 0.002]
