Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.668 [0.661 - 0.675],0.621 [0.619 - 0.623],0.620 [0.609 - 0.636],0.621 [0.619 - 0.623],0.041 [0.040 - 0.043],0.242 [0.230 - 0.257],0.077 [0.074 - 0.080]
Demographic,0.793 [0.786 - 0.800],0.726 [0.723 - 0.728],0.725 [0.712 - 0.739],0.726 [0.723 - 0.727],0.065 [0.062 - 0.066],0.451 [0.438 - 0.463],0.119 [0.115 - 0.121]
Metabolite+Demographic,0.794 [0.787 - 0.801],0.727 [0.724 - 0.729],0.726 [0.712 - 0.740],0.727 [0.724 - 0.729],0.065 [0.063 - 0.066],0.453 [0.439 - 0.465],0.119 [0.116 - 0.122]
