Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.551 [0.544 - 0.558],0.539 [0.537 - 0.541],0.538 [0.527 - 0.550],0.539 [0.537 - 0.541],0.046 [0.044 - 0.047],0.077 [0.066 - 0.088],0.084 [0.081 - 0.086]
Demographic,0.603 [0.597 - 0.608],0.574 [0.572 - 0.576],0.574 [0.563 - 0.584],0.574 [0.571 - 0.576],0.052 [0.051 - 0.054],0.147 [0.137 - 0.158],0.096 [0.093 - 0.098]
Metabolite+Demographic,0.605 [0.598 - 0.610],0.580 [0.578 - 0.582],0.581 [0.571 - 0.591],0.580 [0.578 - 0.582],0.054 [0.052 - 0.055],0.161 [0.152 - 0.170],0.098 [0.096 - 0.100]
