Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.574 [0.529 - 0.613],0.566 [0.564 - 0.569],0.581 [0.485 - 0.657],0.566 [0.564 - 0.569],0.001 [0.001 - 0.001],0.146 [0.052 - 0.224],0.002 [0.001 - 0.002]
Demographic,0.702 [0.664 - 0.748],0.664 [0.661 - 0.665],0.670 [0.608 - 0.737],0.664 [0.661 - 0.665],0.001 [0.001 - 0.002],0.334 [0.271 - 0.399],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.677 [0.644 - 0.725],0.636 [0.634 - 0.638],0.641 [0.570 - 0.722],0.636 [0.634 - 0.638],0.001 [0.001 - 0.001],0.277 [0.205 - 0.358],0.002 [0.002 - 0.003]
