Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.469 [0.443 - 0.495],0.478 [0.476 - 0.480],0.478 [0.431 - 0.527],0.478 [0.476 - 0.480],0.001 [0.001 - 0.002],-0.043 [-0.091 - 0.007],0.003 [0.002 - 0.003]
Demographic,0.593 [0.565 - 0.621],0.565 [0.563 - 0.566],0.568 [0.522 - 0.620],0.565 [0.563 - 0.567],0.002 [0.002 - 0.002],0.133 [0.088 - 0.184],0.004 [0.003 - 0.004]
Metabolite+Demographic,0.568 [0.543 - 0.595],0.543 [0.541 - 0.545],0.552 [0.498 - 0.590],0.543 [0.541 - 0.545],0.002 [0.002 - 0.002],0.094 [0.042 - 0.131],0.004 [0.003 - 0.004]
