Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,"0.151 [0.140,0.161]",5.604e-183,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,"0.144 [0.135,0.154]",1.669e-183,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,"0.141 [0.131,0.150]",2.331e-175,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,"0.138 [0.129,0.148]",5.545e-164,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,"0.128 [0.118,0.138]",2.258e-135,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG,"0.127 [0.117,0.136]",1.472e-140,***,Triglycerides in Small HDL
M-LDL-TG%,"0.127 [0.117,0.136]",1.163e-146,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,"0.123 [0.113,0.133]",1.143e-123,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-LDL-TG%,"0.122 [0.112,0.131]",5.979e-132,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,"0.119 [0.110,0.129]",5.797e-120,***,Glycoprotein Acetyls
XS-VLDL-TG,"0.117 [0.107,0.126]",3.740e-125,***,Triglycerides in Very Small VLDL
L-LDL-TG,"0.116 [0.106,0.125]",9.498e-124,***,Triglycerides in Large LDL
LDL-TG,"0.116 [0.106,0.125]",5.136e-123,***,Triglycerides in LDL
M-LDL-TG,"0.114 [0.105,0.124]",7.853e-121,***,Triglycerides in Medium LDL
IDL-TG,"0.113 [0.103,0.122]",3.017e-117,***,Triglycerides in IDL
M-VLDL-TG%,"0.113 [0.103,0.123]",4.868e-107,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA,"0.111 [0.102,0.121]",6.511e-112,***,Monounsaturated Fatty Acids
S-HDL-TG%,"0.110 [0.100,0.120]",1.126e-98,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,"0.106 [0.096,0.116]",1.404e-89,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG,"0.105 [0.096,0.115]",6.138e-101,***,Triglycerides in Small LDL
M-HDL-TG,"0.105 [0.095,0.114]",4.529e-101,***,Triglycerides in Medium HDL
L-HDL-TG%,"0.104 [0.094,0.114]",3.151e-89,***,Triglycerides to Total-Lipids in Large HDL percentage
