Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.524 [0.484 - 0.562],0.535 [0.533 - 0.537],0.525 [0.451 - 0.590],0.535 [0.533 - 0.537],0.001 [0.001 - 0.001],0.060 [-0.014 - 0.125],0.002 [0.002 - 0.003]
Demographic,0.608 [0.572 - 0.651],0.574 [0.572 - 0.576],0.570 [0.507 - 0.632],0.574 [0.572 - 0.576],0.001 [0.001 - 0.001],0.145 [0.082 - 0.205],0.002 [0.002 - 0.003]
Metabolite+Demographic,0.607 [0.575 - 0.645],0.584 [0.581 - 0.586],0.581 [0.520 - 0.642],0.584 [0.581 - 0.586],0.001 [0.001 - 0.002],0.165 [0.103 - 0.225],0.003 [0.002 - 0.003]
