Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.629 [0.618 - 0.642],0.591 [0.589 - 0.593],0.591 [0.574 - 0.615],0.591 [0.589 - 0.593],0.013 [0.012 - 0.014],0.181 [0.165 - 0.205],0.025 [0.024 - 0.027]
Demographic,0.805 [0.795 - 0.811],0.738 [0.737 - 0.740],0.737 [0.716 - 0.751],0.738 [0.737 - 0.740],0.025 [0.024 - 0.026],0.475 [0.455 - 0.489],0.048 [0.046 - 0.051]
Metabolite+Demographic,0.805 [0.795 - 0.811],0.735 [0.733 - 0.736],0.737 [0.715 - 0.755],0.735 [0.733 - 0.736],0.025 [0.023 - 0.026],0.472 [0.450 - 0.489],0.048 [0.045 - 0.050]
